bike,year,category,displacement_ccm,engine_cylinder,power_hp,seat_height_mm,dry_weight_kg
Bajaj pulsar 180,2011,Sport,0,0,0,0,0
Mv Agusta f4,2011,Sport,1,1,1,1,0
Shineray xy-250 5a,2011,Sport,0,0,0,0,0
Honda cbf1000 abs,2011,Sport,1,1,1,0,0
Honda cbf1000,2011,Sport,1,1,1,0,0
Derbi gpr 125,2011,Sport,0,0,0,0,0
Rucker Performance shelby,2011,Sport,1,0,1,0,0
Derbi gpr 50 2t,2011,Sport,0,0,0,0,0
Aprilia rsv4 factory,2011,Sport,1,1,1,1,0
Yamaha xj6 diversion f abs,2011,Sport,1,1,1,0,0
Kawasaki zzr 1400,2011,Sport,1,1,1,0,0
Benelli tornado tre 1130,2011,Sport,1,1,1,0,0
Roehr 1250sc,2011,Sport,1,0,1,0,0
Cosmos Muscle Bikes 2rwf v8,2011,Sport,1,1,1,0,0
Kawasaki z 1000 sx,2011,Sport,1,1,1,1,0
Ktm 1190 rc8,2011,Sport,1,0,1,0,0
Benelli tornado tre 903,2011,Sport,1,1,1,0,0
Honda varadero 125,2011,Sport,0,0,0,0,0
Ktm 1190 rc8 r akrapovic,2011,Sport,1,0,1,0,0
Bmw hp2 sport,2011,Sport,1,1,1,1,0
Kawasaki z 1000 sx tourer,2011,Sport touring,1,1,1,1,0
Bmw k 1300 s,2011,Sport touring,1,1,1,1,0
Honda cb1300 super touring,2011,Sport touring,1,1,1,0,0
Aprilia shiver 750 gt abs,2011,Sport touring,1,0,1,0,0
Aprilia shiver 750 gt,2011,Sport touring,1,0,1,0,0
Honda vfr 800,2011,Sport touring,1,1,1,0,0
Ducati multistrada 1200 s sport,2011,Sport touring,1,0,1,1,0
Ducati multistrada 1200,2011,Sport touring,1,0,1,1,0
Honda varadero 125 dx,2011,Sport touring,0,0,0,0,0
Triumph sprint st,2011,Sport touring,1,1,1,0,0
Honda xl700v transalp,2011,Super motard,1,0,0,1,0
Derbi senda drd 125 sm,2011,Super motard,0,0,0,1,0
Ktm 990 adventure dakar,2011,Super motard,1,0,1,1,0
Ktm 990 adventure,2011,Super motard,1,0,1,1,0
Honda xl1000v varadero,2011,Super motard,1,0,1,1,0
Xmotos x33md125,2011,Super motard,0,0,0,1,0
Kawasaki d-tracker 125,2011,Super motard,0,0,0,0,0
Puma falcon cr250i motard,2011,Super motard,0,0,0,1,0
