id,brand,model,year,category,rating,displacement_ccm,power_hp,engine_cylinder,fuel_capacity_lts,dry_weight_kg,seat_height_mm
1,acabion,da vinci 650-vi,2011,Prototype / concept model,3.2,Unknown,804.0,Electric,Unknown,420.0,Unknown
3,acabion,gtbo 600 daytona-vi,2011,Prototype / concept model,3.5,Unknown,536.0,Electric,Unknown,420.0,Unknown
4,acabion,gtbo 600 daytona-vi,2021,Prototype / concept model,Unknown,Unknown,536.0,Electric,Unknown,420.0,Unknown
6,access,37 offroad e-scooter,2021,Scooter,Unknown,Unknown,1.1,Electric,Unknown,42.0,750.0
7,access,ams 3.20 supercross,2016,ATV,Unknown,280.0,18.8,Single cylinder,14.0,225.0,Unknown
8,access,ams 4.30 supermoto efi,2016,ATV,Unknown,359.3,29.5,Single cylinder,14.0,236.0,Unknown
9,access,ams 4.38 sm gear shift,2016,ATV,Unknown,449.0,37.6,Single cylinder,14.0,236.0,Unknown
10,access,ams 4.38 sx gear shift,2016,ATV,Unknown,449.0,37.6,Single cylinder,14.0,236.0,Unknown
11,access,ams 6.46 basic,2016,ATV,Unknown,608.0,45.6,Single cylinder,21.0,346.0,Unknown
12,access,ams 6.46 lux,2016,ATV,Unknown,608.0,45.6,Single cylinder,21.0,346.0,Unknown
13,access,ams 6.46 lux long,2016,ATV,Unknown,608.0,45.6,Single cylinder,21.0,346.0,Unknown
14,access,ams 8.57 lux lv,2016,ATV,3.9,781.0,56.3,Single cylinder,21.0,362.0,Unknown
15,access,amx 8.57 efi,2018,ATV,Unknown,781.0,57.7,Single cylinder,21.0,344.0,Unknown
16,access,minisport 110,2021,ATV,Unknown,107.0,6.8,Single cylinder,Unknown,95.0,610.0
17,access,shade 200,2021,ATV,Unknown,176.0,13.1,Single cylinder,Unknown,201.0,Unknown
18,access,shade 420,2018,ATV,Unknown,359.3,26.8,Single cylinder,16.6,321.0,Unknown
19,access,shade sport 650,2018,ATV,Unknown,608.0,45.6,Single cylinder,21.0,334.0,Unknown
20,access,shade sport 650 eps,2020,ATV,Unknown,608.0,45.6,Single cylinder,21.0,342.0,Unknown
21,access,shade sport 850,2018,ATV,Unknown,781.0,57.7,Single cylinder,21.0,334.0,Unknown
22,access,shade sport 850 lv,2020,ATV,Unknown,781.0,57.7,Single cylinder,21.0,342.0,Unknown
23,access,shade sport 850 touring,2020,ATV,Unknown,781.0,57.7,Single cylinder,21.0,358.0,Unknown
24,access,shade xtreme 650,2022,ATV,Unknown,608.0,45.6,Single cylinder,21.0,330.0,Unknown
25,access,shade xtreme 650 ng,2020,ATV,Unknown,608.0,45.6,Single cylinder,21.0,330.0,Unknown
26,access,shade xtreme 850,2018,ATV,2.8,781.0,57.7,Single cylinder,21.0,329.0,Unknown
27,access,shade xtreme 850 dlx eps,2020,ATV,Unknown,781.0,57.7,Single cylinder,21.0,329.0,Unknown
28,access,xtreme enduro 300,2021,ATV,Unknown,280.0,18.8,Single cylinder,Unknown,225.0,Unknown
29,access,xtreme s 480,2021,ATV,Unknown,449.0,Unknown,Single cylinder,14.0,236.0,Unknown
30,access,xtreme supermoto 300,2021,ATV,Unknown,280.0,18.8,Single cylinder,Unknown,225.0,Unknown
37,adiva,ad 125,2011,Scooter,2.9,124.0,13.0,Single cylinder,13.5,171.0,Unknown
38,adiva,ad 125le,2010,Scooter,1.9,124.0,13.0,Single cylinder,13.5,171.0,Unknown
39,adiva,ad 200,2011,Scooter,3.4,171.2,15.8,Single cylinder,12.0,172.0,Unknown
41,adiva,ad tre,2014,Scooter,Unknown,205.3,20.6,Single cylinder,13.0,118.0,740.0
42,adiva,ad tre 55,2014,Scooter,Unknown,205.3,20.6,Single cylinder,13.0,215.0,740.0
45,adiva,ad3 300,2018,Scooter,Unknown,299.0,Unknown,Single cylinder,11.0,202.0,700.0
46,adiva,ad3 300,2019,Scooter,Unknown,299.0,29.4,Single cylinder,11.0,202.0,700.0
47,adiva,ad3 300lt,2020,Scooter,Unknown,299.0,29.4,Single cylinder,12.2,202.0,700.0
48,adiva,ad3 400,2018,Scooter,3.3,399.0,36.7,Single cylinder,11.0,257.0,770.0
49,adiva,ad3 400,2019,Scooter,Unknown,399.0,36.7,Single cylinder,11.0,257.0,770.0
50,adiva,ar 125,2011,Scooter,Unknown,124.0,13.0,Single cylinder,12.0,171.0,Unknown
51,adiva,ar 200,2011,Scooter,3.0,171.2,15.8,Single cylinder,12.0,172.0,Unknown
52,adiva,ar3 200,2018,Scooter,Unknown,190.0,18.8,Single cylinder,14.0,231.0,700.0
53,adiva,birdie,2012,Scooter,2.2,124.6,9.4,Single cylinder,5.0,118.0,Unknown
54,adiva,cargo 3,2013,Scooter,Unknown,Unknown,1.3,Electric,Unknown,Unknown,720.0
55,adiva,cargo 3,2014,Scooter,Unknown,Unknown,1.3,Electric,Unknown,60.0,720.0
56,adiva,cargo2,2011,Scooter,Unknown,Unknown,Unknown,Electric,Unknown,60.0,700.0
57,adiva,e-moving,2013,Scooter,Unknown,Unknown,0.8,Electric,Unknown,63.0,Unknown
58,adiva,e-moving,2014,Scooter,Unknown,Unknown,0.8,Electric,Unknown,63.0,Unknown
59,adiva,n125,2010,Scooter,Unknown,124.0,10.3,Single cylinder,6.0,108.0,800.0
60,adiva,n125,2011,Scooter,3.2,124.0,10.3,Single cylinder,6.0,108.0,800.0
61,adiva,r125,2010,Scooter,2.7,124.0,10.3,Single cylinder,6.0,109.0,800.0
62,adiva,r125,2011,Scooter,3.1,124.0,10.3,Single cylinder,6.0,109.0,800.0
63,adiva,vx-1,2021,Scooter,Unknown,Unknown,14.8,Electric,Unknown,Unknown,775.0
107,adly,fc-25 e-bike fun cruiser,2010,Scooter,Unknown,Unknown,Unknown,Electric,Unknown,46.9,650.0
108,adly,fc-25 ii 2nd gen e-bike,2010,Scooter,Unknown,Unknown,Unknown,Electric,Unknown,52.0,Unknown
113,adly,gta-125,2018,Scooter,Unknown,125.0,Unknown,Single cylinder,6.0,98.0,780.0
114,adly,gta-125,2019,Scooter,Unknown,124.0,Unknown,Single cylinder,6.0,98.0,780.0
115,adly,gta-150,2018,Scooter,Unknown,149.5,Unknown,Single cylinder,6.0,98.0,780.0
116,adly,gta-150,2019,Scooter,Unknown,149.5,Unknown,Single cylinder,6.0,98.0,780.0
117,adly,gta-50,2018,Scooter,3.7,49.3,Unknown,Single cylinder,6.0,88.0,780.0
118,adly,gtc bullseye,2018,Scooter,Unknown,49.3,Unknown,Single cylinder,6.0,78.0,800.0
124,adly,mm-50,2018,ATV,Unknown,49.3,Unknown,Single cylinder,3.5,75.0,515.0
139,adly,rt 50 roadtracer,2010,"Minibike, sport",Unknown,49.3,Unknown,Single cylinder,6.2,75.0,Unknown
140,adly,rt 50 roadtracer,2011,"Minibike, sport",3.3,49.3,Unknown,Single cylinder,6.2,75.0,Unknown
142,adly,rt-100 road tracer,2018,Allround,Unknown,95.6,Unknown,Single cylinder,6.0,76.0,720.0
144,adly,rt-50 road tracer,2018,Allround,Unknown,49.3,Unknown,Single cylinder,6.0,75.0,720.0
146,adly,sf-100 silver fox,2010,Scooter,Unknown,95.6,7.5,Single cylinder,Unknown,77.0,Unknown
147,adly,sf-50 silver fox,2010,Scooter,3.4,49.3,3.7,Single cylinder,Unknown,76.0,Unknown
170,aeon,3d-350,2018,Scooter,Unknown,346.0,25.0,Single cylinder,13.5,212.5,790.0
171,aeon,3d-350,2019,Scooter,Unknown,346.0,27.0,Single cylinder,13.5,212.5,790.0
172,aeon,3d-350 r,2019,Scooter,Unknown,346.0,30.0,Single cylinder,13.5,224.0,790.0
181,aeon,co-in 125i,2012,Scooter,2.6,124.9,Unknown,Single cylinder,5.5,94.0,740.0
182,aeon,cobra  rs 180,2010,ATV,3.3,169.0,8.7,Single cylinder,8.0,165.0,790.0
183,aeon,cobra 100,2019,ATV,Unknown,95.6,6.4,Single cylinder,5.0,Unknown,800.0
186,aeon,cobra 220,2019,ATV,Unknown,196.0,12.1,Single cylinder,7.3,193.0,790.0
189,aeon,cobra 320,2010,ATV,3.3,196.0,16.1,Single cylinder,7.3,77.0,550.0
190,aeon,cobra 400,2012,ATV,3.4,346.0,20.1,Single cylinder,9.3,207.0,790.0
191,aeon,cobra 400,2019,ATV,3.3,346.0,Unknown,Single cylinder,Unknown,Unknown,790.0
192,aeon,cobra 400 efi,2021,ATV,Unknown,346.0,20.1,Single cylinder,9.3,Unknown,800.0
193,aeon,cobra 400 supermoto,2022,ATV,Unknown,346.0,20.1,Single cylinder,9.3,207.0,780.0
195,aeon,cobra 50,2010,ATV,3.4,49.0,3.6,Single cylinder,5.0,130.0,800.0
196,aeon,cobra 50,2012,ATV,2.6,49.3,3.0,Single cylinder,5.0,129.0,800.0
197,aeon,cobra 50,2019,ATV,Unknown,49.0,3.6,Single cylinder,5.0,Unknown,800.0
198,aeon,cobra supermoto,2018,ATV,Unknown,346.0,20.1,Single cylinder,9.3,207.0,780.0
199,aeon,cobra supermoto,2019,ATV,Unknown,346.0,20.1,Single cylinder,9.3,207.0,780.0
201,aeon,crossland 300,2010,ATV,3.4,272.3,18.1,Single cylinder,14.0,233.0,850.0
202,aeon,crossland 600 efi,2018,ATV,Unknown,565.0,20.1,Single cylinder,23.0,411.0,920.0
203,aeon,crossland rx 400,2012,ATV,Unknown,346.0,20.1,Single cylinder,14.0,230.0,850.0
204,aeon,crossland x4 400,2012,ATV,3.5,346.0,20.1,Single cylinder,14.0,236.0,850.0
205,aeon,elite 125,2012,Scooter,Unknown,124.9,10.5,Single cylinder,13.5,165.0,800.0
206,aeon,elite 200i,2012,Scooter,Unknown,183.4,Unknown,Single cylinder,Unknown,167.0,800.0
207,aeon,elite 250i,2019,Scooter,Unknown,249.0,22.1,Single cylinder,13.5,167.0,750.0
208,aeon,elite 350i,2012,Scooter,3.7,313.0,22.8,Single cylinder,13.5,172.0,800.0
209,aeon,elite 400i,2014,Scooter,Unknown,346.0,26.6,Single cylinder,13.5,172.0,800.0
210,aeon,elite 400i abs,2018,Scooter,Unknown,346.0,32.2,Single cylinder,13.5,180.0,800.0
211,aeon,elite 400i abs,2019,Scooter,Unknown,346.0,27.0,Single cylinder,13.5,180.0,800.0
212,aeon,es 150,2019,Scooter,Unknown,149.8,14.0,Single cylinder,7.0,124.0,774.0
214,aeon,minikolt 50,2010,ATV,3.3,49.3,3.2,Single cylinder,3.4,77.0,550.0
215,aeon,minikolt 50,2012,ATV,Unknown,49.3,3.2,Single cylinder,3.4,77.0,550.0
216,aeon,my 125i,2012,Allround,3.6,124.9,10.7,Single cylinder,6.0,108.0,735.0
217,aeon,my 150,2019,Allround,Unknown,149.0,14.0,Single cylinder,6.0,118.0,735.0
218,aeon,overland 180,2010,ATV,2.8,169.0,8.7,Single cylinder,8.0,178.0,770.0
219,aeon,overland 200 t3,2018,ATV,Unknown,176.0,13.1,Single cylinder,9.0,195.0,800.0
220,aeon,overland 600,2012,ATV,Unknown,565.0,20.1,Single cylinder,24.0,342.0,820.0
221,aeon,ozs 150,2019,Scooter,Unknown,150.1,14.0,Single cylinder,7.0,110.0,750.0
222,aeon,ozs 150 dual discs,2019,Scooter,Unknown,150.0,Unknown,Single cylinder,7.0,124.0,Unknown
223,aeon,quadro 350d,2012,Scooter,3.9,313.0,22.8,Single cylinder,13.0,200.0,780.0
224,aeon,revo 100,2010,ATV,3.8,96.0,6.6,Single cylinder,5.0,119.0,710.0
225,aeon,revo 50,2010,ATV,Unknown,49.3,3.6,Single cylinder,5.0,115.0,710.0
226,aeon,urban 125,2012,Scooter,2.7,124.9,14.1,Single cylinder,13.5,168.0,815.0
227,aeon,urban 350i,2012,Scooter,3.6,313.0,22.8,Single cylinder,13.5,177.0,815.0
228,aeon,urban 350i,2014,Scooter,Unknown,313.0,22.8,Single cylinder,13.5,177.0,815.0
229,aeon,xboy 10,2012,"Minibike, cross",Unknown,49.0,3.4,Single cylinder,2.0,50.0,600.0
230,aeon,xboy 12,2012,"Minibike, cross",Unknown,49.0,9.4,Single cylinder,2.0,55.0,650.0
331,ajp,pr3 125 enduro,2015,Enduro / offroad,2.1,124.0,12.5,Single cylinder,7.5,Unknown,840.0
332,ajp,pr3 125 enduro pro,2015,Enduro / offroad,Unknown,124.0,12.5,Single cylinder,7.5,Unknown,840.0
333,ajp,pr3 125 supermoto,2015,Super motard,Unknown,124.0,12.6,Single cylinder,7.0,102.0,840.0
334,ajp,pr3 240 enduro,2015,Enduro / offroad,3.1,233.0,20.0,Single cylinder,7.5,Unknown,840.0
335,ajp,pr3 240 enduro pro,2015,Enduro / offroad,3.7,233.0,20.0,Single cylinder,7.5,Unknown,840.0
336,ajp,pr3 240 mx pro,2015,Cross / motocross,Unknown,233.0,20.0,Single cylinder,7.5,Unknown,840.0
337,ajp,pr3 240 supermoto,2015,Super motard,Unknown,233.0,20.0,Single cylinder,7.0,106.0,840.0
338,ajp,pr3 enduro 125,2018,Enduro / offroad,Unknown,124.0,12.5,Single cylinder,7.0,Unknown,840.0
339,ajp,pr3 enduro 125,2019,Enduro / offroad,Unknown,124.0,12.5,Single cylinder,7.0,Unknown,840.0
340,ajp,pr3 enduro 125,2020,Enduro / offroad,Unknown,124.0,12.5,Single cylinder,7.0,Unknown,840.0
341,ajp,pr3 enduro 125,2021,Enduro / offroad,Unknown,124.0,12.5,Single cylinder,7.0,Unknown,840.0
342,ajp,pr3 enduro 240,2018,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.5,Unknown,840.0
343,ajp,pr3 enduro 240,2019,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,840.0
344,ajp,pr3 enduro 240,2020,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,840.0
345,ajp,pr3 enduro pro 125,2018,Enduro / offroad,Unknown,124.0,12.5,Single cylinder,7.0,Unknown,840.0
346,ajp,pr3 enduro pro 125,2020,Enduro / offroad,Unknown,124.0,12.5,Single cylinder,7.0,Unknown,840.0
347,ajp,pr3 enduro pro 240,2018,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,840.0
348,ajp,pr3 enduro pro 240,2019,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,840.0
349,ajp,pr3 enduro pro 240,2020,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,840.0
350,ajp,pr3 mx pro 240,2018,Cross / motocross,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,840.0
351,ajp,pr3 supermoto 125,2018,Super motard,Unknown,124.0,12.6,Single cylinder,7.0,104.0,810.0
352,ajp,pr3 supermoto 125,2020,Super motard,Unknown,125.0,12.6,Single cylinder,7.0,104.0,840.0
353,ajp,pr3 supermoto 240,2018,Super motard,Unknown,233.0,20.0,Single cylinder,7.0,108.0,810.0
354,ajp,pr3 supermoto 240,2020,Super motard,Unknown,233.0,20.0,Single cylinder,7.0,108.0,840.0
355,ajp,pr3 supermoto pro 125,2018,Super motard,Unknown,124.0,12.6,Single cylinder,7.0,104.0,840.0
356,ajp,pr3 supermoto pro 125,2020,Super motard,Unknown,124.0,12.6,Single cylinder,7.0,104.0,840.0
357,ajp,pr3 supermoto pro 240,2018,Super motard,Unknown,233.0,20.0,Single cylinder,7.0,108.0,810.0
358,ajp,pr3 supermoto pro 240,2020,Super motard,Unknown,233.0,20.0,Single cylinder,7.0,108.0,840.0
362,ajp,pr4 125 enduro,2010,Enduro / offroad,3.3,124.0,12.5,Single cylinder,7.5,105.0,910.0
363,ajp,pr4 125 enduro,2015,Enduro / offroad,3.4,124.0,12.6,Single cylinder,7.0,105.0,920.0
364,ajp,pr4 125 enduro pro,2015,Enduro / offroad,Unknown,124.0,12.6,Single cylinder,7.0,Unknown,920.0
365,ajp,pr4 125 enduro pro,2019,Enduro / offroad,Unknown,124.0,12.6,Single cylinder,7.0,Unknown,920.0
366,ajp,pr4 125 sm,2010,Super motard,2.9,124.0,12.6,Single cylinder,7.5,104.0,910.0
371,ajp,pr4 125 supermoto,2015,Super motard,Unknown,124.0,12.6,Single cylinder,7.5,Unknown,840.0
376,ajp,pr4 200 enduro,2010,Enduro / offroad,2.9,198.0,18.0,Single cylinder,Unknown,106.0,910.0
377,ajp,pr4 200 sm,2010,Super motard,3.1,198.0,18.0,Single cylinder,7.5,106.0,910.0
378,ajp,pr4 240 enduro,2015,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.5,Unknown,920.0
379,ajp,pr4 240 enduro pro,2015,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.5,Unknown,920.0
380,ajp,pr4 240 extreme,2015,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.5,Unknown,920.0
381,ajp,pr4 240 supermoto,2015,Super motard,Unknown,233.0,20.0,Single cylinder,7.0,115.0,870.0
383,ajp,pr4 enduro pro 125,2018,Enduro / offroad,Unknown,124.0,12.6,Single cylinder,7.0,Unknown,920.0
384,ajp,pr4 enduro pro 125,2020,Enduro / offroad,Unknown,124.0,12.6,Single cylinder,7.0,Unknown,920.0
385,ajp,pr4 enduro pro 240,2018,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.5,Unknown,920.0
386,ajp,pr4 enduro pro 240,2020,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.5,Unknown,920.0
387,ajp,pr4 extreme 240,2018,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,920.0
388,ajp,pr4 extreme 240,2020,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,920.0
390,ajp,pr4 supermoto pro 125,2018,Super motard,Unknown,124.0,12.6,Single cylinder,7.0,Unknown,870.0
391,ajp,pr4 supermoto pro 125,2020,Super motard,Unknown,124.0,12.6,Single cylinder,7.0,Unknown,870.0
392,ajp,pr4 supermoto pro 240,2018,Super motard,Unknown,233.0,20.0,Single cylinder,7.0,115.0,870.0
393,ajp,pr4 supermoto pro 240,2020,Super motard,Unknown,233.0,20.0,Single cylinder,7.0,115.0,870.0
394,ajp,pr4 ultrapassar 240,2018,Enduro / offroad,Unknown,233.0,20.0,Single cylinder,7.0,Unknown,920.0
395,ajp,pr5 250 enduro,2015,Enduro / offroad,3.5,249.0,27.5,Single cylinder,7.5,Unknown,940.0
396,ajp,pr5 250 enduro,2019,Enduro / offroad,Unknown,249.0,27.5,Single cylinder,7.5,Unknown,940.0
397,ajp,pr5 250 enduro,2020,Enduro / offroad,3.7,249.0,27.5,Single cylinder,7.5,Unknown,940.0
398,ajp,pr5 250 extrem,2015,Enduro / offroad,Unknown,249.0,27.5,Single cylinder,7.5,Unknown,940.0
399,ajp,pr5 250 extrem,2019,Enduro / offroad,Unknown,249.0,27.5,Single cylinder,7.5,Unknown,940.0
400,ajp,pr5 250 extrem,2020,Enduro / offroad,Unknown,249.0,27.5,Single cylinder,7.5,Unknown,940.0
401,ajp,pr5 250 supermoto,2015,Super motard,Unknown,249.0,27.5,Single cylinder,7.5,Unknown,940.0
402,ajp,pr5 enduro 250,2018,Enduro / offroad,Unknown,249.0,27.5,Single cylinder,7.0,Unknown,940.0
403,ajp,pr5 extreme 250,2018,Enduro / offroad,Unknown,249.0,27.5,Single cylinder,7.0,Unknown,940.0
404,ajp,pr5 supermoto 250,2018,Super motard,Unknown,249.0,27.5,Single cylinder,7.0,Unknown,890.0
405,ajp,pr5 supermoto 250,2019,Super motard,Unknown,249.0,27.5,Single cylinder,7.5,Unknown,890.0
406,ajp,pr5 supermoto 250,2020,Super motard,Unknown,249.0,27.5,Single cylinder,7.5,Unknown,890.0
407,ajp,pr7,2015,Prototype / concept model,Unknown,659.7,48.0,Single cylinder,17.0,155.0,920.0
408,ajp,pr7,2021,Sport,3.6,600.0,Unknown,Single cylinder,17.0,Unknown,920.0
409,ajp,pr7 adventure 650,2018,Enduro / offroad,3.7,659.7,48.0,Single cylinder,17.0,155.0,920.0
410,ajp,pr7 adventure 650,2019,Enduro / offroad,3.4,659.7,48.0,Single cylinder,17.0,155.0,920.0
411,ajp,pr7 adventure 650,2020,Enduro / offroad,3.6,600.0,48.0,Single cylinder,17.0,155.0,920.0
412,ajp,spr 250,2021,Enduro / offroad,3.2,249.0,Unknown,Single cylinder,9.5,Unknown,960.0
413,ajp,spr 250,2022,Enduro / offroad,Unknown,249.0,Unknown,Single cylinder,9.5,Unknown,960.0
414,ajp,spr 310r,2021,Enduro / offroad,Unknown,297.6,Unknown,Single cylinder,9.5,Unknown,960.0
415,ajp,spr 510r,2021,Enduro / offroad,3.6,501.0,38.0,Single cylinder,9.5,119.0,960.0
416,ajs,125 eco commuter,2010,Allround,2.8,124.0,10.1,Single cylinder,Unknown,114.0,760.0
417,ajs,125 eco commuter,2011,Allround,3.2,124.0,10.1,Single cylinder,10.0,114.0,760.0
419,ajs,71 desert scrambler 125,2021,Allround,Unknown,124.0,9.8,Single cylinder,13.5,Unknown,760.0
420,ajs,71 desert scrambler 125,2022,Allround,Unknown,124.0,9.8,Single cylinder,13.5,Unknown,760.0
421,ajs,a9 flight 125,2015,Scooter,2.8,124.0,7.4,Single cylinder,4.7,107.0,820.0
422,ajs,bobber 125,2011,Custom / cruiser,2.9,124.6,11.0,Twin,8.0,161.0,640.0
423,ajs,bobber 125,2015,Custom / cruiser,Unknown,124.6,11.0,Twin,8.0,161.0,640.0
424,ajs,bobber 125,2016,Custom / cruiser,Unknown,124.6,11.0,Twin,8.0,161.0,640.0
425,ajs,cadwell 125,2018,Sport,Unknown,124.0,9.9,Single cylinder,11.2,113.0,740.0
426,ajs,cadwell 125,2020,Sport,Unknown,124.0,9.9,Single cylinder,11.2,113.0,740.0
427,ajs,cadwell 125,2022,Sport,Unknown,124.0,9.9,Single cylinder,11.2,113.0,740.0
428,ajs,cadwell clubman 125,2018,Classic,Unknown,124.0,9.9,Single cylinder,11.2,113.0,740.0
429,ajs,cadwell clubman 125,2020,Allround,Unknown,124.0,9.9,Single cylinder,11.2,113.0,740.0
431,ajs,crazy naked 50,2011,Scooter,3.1,40.0,3.5,Single cylinder,5.0,90.0,775.0
433,ajs,daytona 125,2011,Custom / cruiser,3.1,124.6,11.0,Twin,13.5,180.0,640.0
434,ajs,daytona 125,2015,Custom / cruiser,Unknown,124.6,11.0,Twin,13.5,180.0,640.0
435,ajs,daytona 125,2016,Custom / cruiser,2.8,124.6,11.0,Twin,13.5,180.0,640.0
436,ajs,dd 125e mk3,2015,Custom / cruiser,Unknown,124.6,11.0,Twin,14.0,145.0,700.0
437,ajs,dd 125e-8,2016,Custom / cruiser,3.2,124.6,11.0,Twin,14.0,160.0,700.0
438,ajs,dd125e mk2,2011,Custom / cruiser,3.2,124.6,11.0,Twin,14.0,145.0,700.0
439,ajs,dd50e-2,2011,Custom / cruiser,3.8,49.0,Unknown,Single cylinder,6.0,87.0,650.0
440,ajs,digita 50,2014,Scooter,Unknown,49.0,2.0,Single cylinder,5.5,78.0,735.0
441,ajs,digita 50,2015,Scooter,Unknown,49.0,2.0,Single cylinder,5.5,78.0,735.0
442,ajs,digita 50,2020,Scooter,Unknown,49.0,2.0,Single cylinder,5.5,78.0,740.0
445,ajs,eco-2 125,2015,Allround,Unknown,124.0,10.1,Single cylinder,10.0,114.0,760.0
446,ajs,eco-3,2016,Allround,3.9,124.0,10.1,Single cylinder,10.0,110.0,760.0
447,ajs,eos 125,2016,Custom / cruiser,Unknown,124.6,10.7,Twin,13.5,180.0,640.0
448,ajs,eos 125 mk2,2011,Custom / cruiser,3.3,124.6,11.0,Twin,14.0,180.0,640.0
449,ajs,eos 125 mk2,2015,Custom / cruiser,Unknown,124.6,11.0,Twin,14.0,180.0,640.0
450,ajs,eos 350,2015,Custom / cruiser,Unknown,320.0,23.0,Twin,14.0,191.0,640.0
451,ajs,exactly 125,2010,Scooter,3.0,124.0,6.2,Single cylinder,4.7,89.0,775.0
452,ajs,exactly 125,2011,Scooter,Unknown,124.0,6.2,Single cylinder,4.7,89.0,775.0
454,ajs,exactly 50,2010,Scooter,1.9,40.0,2.5,Single cylinder,4.7,87.0,775.0
455,ajs,exactly 50,2011,Scooter,3.3,40.0,2.5,Single cylinder,4.7,87.0,775.0
456,ajs,firefox 50,2012,Scooter,1.9,49.0,3.0,Single cylinder,4.7,85.0,825.0
457,ajs,firefox 50,2015,Scooter,Unknown,49.0,3.0,Single cylinder,4.7,85.0,735.0
458,ajs,firefox 50,2020,Scooter,Unknown,49.0,3.0,Single cylinder,6.3,Unknown,825.0
466,ajs,highway star 125,2020,Allround,2.8,124.0,11.3,Single cylinder,19.0,164.0,710.0
467,ajs,insetto 125,2018,Scooter,3.5,125.0,8.6,Single cylinder,7.2,115.0,789.0
468,ajs,insetto 125,2020,Scooter,Unknown,125.0,8.6,Single cylinder,7.2,115.0,789.0
469,ajs,insetto 125,2022,Scooter,Unknown,125.0,8.6,Single cylinder,7.2,115.0,789.0
470,ajs,isaba 125,2020,Allround,Unknown,124.5,10.7,Single cylinder,13.0,136.0,760.0
471,ajs,jsm 50,2016,Super motard,2.1,49.3,4.7,Single cylinder,8.5,105.0,820.0
472,ajs,jsm 50 motard,2012,Super motard,3.4,49.3,4.7,Single cylinder,8.5,105.0,820.0
473,ajs,jsm motard,2015,Super motard,Unknown,49.3,4.7,Single cylinder,8.5,105.0,820.0
474,ajs,jsm motard 125,2010,Super motard,3.2,124.0,11.0,Single cylinder,8.5,115.0,760.0
475,ajs,jsm motard 125,2011,Super motard,2.9,124.0,10.1,Single cylinder,8.5,115.0,760.0
476,ajs,jsm trail 125,2010,Trial,Unknown,124.0,11.0,Single cylinder,8.5,115.0,760.0
477,ajs,jsm trail 125,2011,Trial,3.0,124.0,10.1,Single cylinder,8.5,115.0,760.0
545,ajs,modena 125,2014,Scooter,3.7,124.6,7.1,Single cylinder,4.5,95.0,735.0
546,ajs,modena 125,2015,Scooter,Unknown,124.0,7.1,Single cylinder,6.7,95.0,735.0
547,ajs,modena 125,2020,Scooter,Unknown,125.0,7.1,Single cylinder,4.6,95.0,735.0
548,ajs,modena 125,2021,Scooter,Unknown,125.0,7.1,Single cylinder,4.6,95.0,735.0
549,ajs,modena 50,2014,Scooter,Unknown,49.0,3.0,Single cylinder,4.5,86.0,735.0
550,ajs,modena 50,2015,Scooter,Unknown,49.0,3.0,Single cylinder,4.5,86.0,735.0
551,ajs,nac12 125,2010,Sport,3.8,124.0,11.4,Twin,18.0,153.0,770.0
552,ajs,nac12 125,2011,Sport,3.3,124.0,11.4,Twin,18.0,153.0,770.0
553,ajs,nac12 125 mk2,2014,Sport,3.1,124.0,11.4,Twin,18.0,153.0,770.0
554,ajs,nac12 125 mk2,2015,Sport,Unknown,124.0,11.4,Twin,18.0,153.0,770.0
555,ajs,r7,2015,Sport,3.2,124.0,10.6,Single cylinder,18.5,127.0,810.0
556,ajs,r7,2016,Sport,3.2,124.0,10.6,Single cylinder,18.5,127.0,810.0
557,ajs,regal raptor dd50 e-2,2010,Custom / cruiser,3.0,49.0,Unknown,Single cylinder,6.0,87.0,650.0
560,ajs,regal raptor eco custom 125,2014,Custom / cruiser,Unknown,124.0,10.1,Single cylinder,14.0,136.0,740.0
561,ajs,regal raptor eos 350,2014,Custom / cruiser,3.0,320.0,23.0,Twin,8.0,180.0,640.0
563,ajs,regal-raptor daytona 125,2010,Custom / cruiser,3.3,124.6,11.0,Twin,13.5,180.0,640.0
564,ajs,regal-raptor dd125 mk2,2010,Custom / cruiser,3.0,124.6,11.0,Twin,14.0,145.0,700.0
568,ajs,regal-raptor eos-125 mk2,2010,Allround,3.6,124.6,11.0,Twin,14.0,180.0,640.0
569,ajs,sorvio 125,2015,Scooter,3.4,124.6,7.1,Single cylinder,6.0,98.0,735.0
570,ajs,spt 350,2014,Custom / cruiser,Unknown,320.0,23.0,Twin,28.0,156.0,810.0
