id,brand,model,year,category,rating,displacement_ccm,power_hp,engine_cylinder,fuel_capacity_lts,dry_weight_kg,seat_height_mm
11442,headbanger,hollister,2013,Custom / cruiser,Unknown,1450.0,Unknown,V2,9.0,235.0,Unknown
11443,headbanger,hollister,2014,Custom / cruiser,Unknown,1442.2,Unknown,V2,9.0,235.0,Unknown
11444,headbanger,hollister size l,2012,Custom / cruiser,Unknown,1638.8,Unknown,V2,12.0,235.0,Unknown
11445,headbanger,hollister size l,2013,Custom / cruiser,Unknown,1442.2,Unknown,V2,9.0,235.0,Unknown
11446,headbanger,hollister size s,2012,Custom / cruiser,Unknown,1442.2,Unknown,V2,9.0,225.0,660.0
11447,headbanger,hollister size s,2013,Custom / cruiser,Unknown,1442.2,Unknown,V2,9.0,225.0,660.0
11448,headbanger,pearl with love,2012,Custom / cruiser,Unknown,1450.0,Unknown,V2,9.0,233.0,660.0
11449,headbanger,roll me away,2012,Custom / cruiser,Unknown,1450.0,Unknown,V2,9.0,250.0,660.0
11450,headbanger,summertime,2012,Custom / cruiser,Unknown,1530.0,Unknown,V2,9.0,235.0,660.0
11451,headbanger,summertime,2013,Custom / cruiser,Unknown,1530.0,Unknown,V2,8.0,235.0,660.0
11452,headbanger,summertime,2014,Custom / cruiser,Unknown,1530.0,Unknown,V2,9.0,235.0,660.0
11453,headbanger,summertime,2016,Custom / cruiser,Unknown,1530.0,Unknown,V2,9.0,235.0,660.0
11454,headbanger,woodstock boogie,2012,Custom / cruiser,Unknown,1530.0,Unknown,V2,18.0,234.0,660.0
11455,headbanger,woodstock boogie,2013,Custom / cruiser,Unknown,1530.0,Unknown,V2,18.0,233.0,600.0
11456,headbanger,woodstock boogie,2014,Custom / cruiser,Unknown,1530.0,Unknown,V2,9.0,233.0,600.0
11479,herald,brat 125,2020,Allround,3.7,124.0,9.9,Single cylinder,10.0,147.0,820.0
11480,herald,brat 250,2020,Allround,Unknown,223.0,9.9,Single cylinder,10.0,147.0,820.0
11481,herald,brute 500,2020,Allround,Unknown,449.0,42.9,Single cylinder,13.5,165.0,835.0
11482,herald,cafe 125,2019,Allround,2.7,124.0,9.9,Single cylinder,12.0,126.0,740.0
11483,herald,cafe 125,2020,Allround,Unknown,125.0,9.9,Single cylinder,12.0,126.0,740.0
11484,herald,cafe 400,2019,Allround,Unknown,397.0,27.0,Single cylinder,12.0,165.0,790.0
11485,herald,cafe 400,2020,Allround,Unknown,397.0,27.0,Single cylinder,12.0,165.0,790.0
11486,herald,cafe 400,2021,Allround,Unknown,397.0,27.0,Single cylinder,12.0,165.0,790.0
11487,herald,cafe racer 250,2017,Allround,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11488,herald,classic 125,2016,Classic,3.3,124.0,10.7,Single cylinder,12.0,107.0,780.0
11489,herald,classic 125,2017,Classic,3.5,124.0,10.7,Single cylinder,12.0,107.0,740.0
11490,herald,classic 125,2019,Classic,Unknown,124.0,10.7,Single cylinder,12.0,126.0,740.0
11491,herald,classic 125,2020,Allround,Unknown,124.0,10.7,Single cylinder,12.0,126.0,740.0
11492,herald,classic 250,2016,Classic,3.1,249.0,21.0,Single cylinder,12.0,130.0,780.0
11493,herald,classic 250,2017,Classic,3.2,249.0,21.0,Single cylinder,12.0,130.0,780.0
11494,herald,classic 400,2019,Classic,Unknown,400.0,27.0,Single cylinder,12.0,165.0,790.0
11495,herald,classic 400,2020,Allround,Unknown,400.0,27.0,Single cylinder,12.0,165.0,790.0
11496,herald,flat tracker 250,2017,Allround,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11497,herald,maverick 125,2018,Naked bike,3.2,124.0,9.8,Single cylinder,12.0,121.0,740.0
11498,herald,maverick 125,2019,Naked bike,Unknown,124.0,9.8,Single cylinder,12.0,121.0,885.0
11499,herald,maverick 125,2020,Naked bike,Unknown,125.0,9.8,Single cylinder,12.0,121.0,885.0
11500,herald,mirage 125,2019,Naked bike,3.6,124.0,9.5,Single cylinder,12.0,152.0,800.0
11501,herald,mirage 125,2021,Naked bike,Unknown,124.0,9.5,Single cylinder,14.0,152.0,800.0
11502,herald,nomad 250,2016,Classic,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11503,herald,nomad 250,2017,Classic,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11504,herald,phantom 250,2018,Custom / cruiser,3.5,249.0,21.0,Single cylinder,12.0,120.0,780.0
11505,herald,rambler 125,2020,Naked bike,Unknown,124.0,9.6,Single cylinder,12.0,126.0,800.0
11506,herald,rambler 250,2016,Classic,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11507,herald,rambler 250,2017,Enduro / offroad,Unknown,249.0,21.0,Single cylinder,12.0,130.0,740.0
11508,herald,roamer 250,2016,Classic,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11509,herald,roamer 250,2017,Classic,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11510,herald,scrambler 125,2018,Allround,3.2,124.0,10.7,Single cylinder,12.0,126.0,740.0
11511,herald,scrambler 125,2019,Allround,Unknown,125.0,10.7,Single cylinder,12.0,126.0,740.0
11512,herald,scrambler 125,2020,Allround,Unknown,124.0,9.6,Single cylinder,12.0,126.0,740.0
11513,herald,terra rambler 250,2017,Enduro / offroad,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11514,herald,vagabond 250,2016,Classic,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11515,herald,vagabond 250,2017,Classic,Unknown,249.0,21.0,Single cylinder,12.0,130.0,780.0
11635,hero,achiever,2013,Sport,3.4,149.2,13.4,Single cylinder,12.3,Unknown,Unknown
11636,hero,achiever,2015,Sport,Unknown,149.2,13.4,Single cylinder,12.5,Unknown,Unknown
11637,hero,achiever 150,2019,Sport,Unknown,149.2,13.4,Single cylinder,13.0,Unknown,Unknown
11638,hero,cbz xtreme,2012,Sport,2.5,149.2,10.6,Single cylinder,12.1,Unknown,Unknown
11639,hero,cd deluxe,2012,Sport,3.8,97.2,7.8,Single cylinder,10.5,Unknown,805.0
11640,hero,cd-dawn,2012,Sport,Unknown,97.2,7.8,Single cylinder,10.5,Unknown,805.0
11641,hero,destini 125,2019,Scooter,Unknown,124.6,8.7,Single cylinder,Unknown,Unknown,795.0
11642,hero,destini 125,2020,Scooter,Unknown,124.6,8.7,Single cylinder,5.0,Unknown,795.0
11643,hero,destini 125 bs6,2021,Scooter,Unknown,124.6,9.0,Single cylinder,5.0,Unknown,778.0
11644,hero,destini 125 bs6,2022,Scooter,Unknown,124.6,9.0,Single cylinder,5.0,Unknown,778.0
11645,hero,duet,2015,Scooter,Unknown,109.0,8.3,Single cylinder,Unknown,Unknown,795.0
11646,hero,duet,2019,Scooter,Unknown,110.9,8.1,Single cylinder,Unknown,Unknown,795.0
11647,hero,duet,2020,Scooter,Unknown,110.9,8.0,Single cylinder,Unknown,Unknown,795.0
11648,hero,electric cruz,2011,Scooter,3.5,Unknown,0.3,Electric,Unknown,90.0,Unknown
11649,hero,electric e-sprint,2011,Scooter,3.0,Unknown,2.0,Electric,Unknown,Unknown,Unknown
11650,hero,electric flash la,2021,Scooter,Unknown,Unknown,Unknown,Electric,Unknown,87.0,Unknown
11651,hero,electric flash lx,2021,Scooter,Unknown,Unknown,Unknown,Electric,Unknown,69.0,Unknown
11652,hero,electric maxi,2011,Scooter,Unknown,Unknown,0.3,Electric,Unknown,Unknown,Unknown
11653,hero,electric nyx e5,2020,Scooter,Unknown,Unknown,1.6,Electric,Unknown,77.0,Unknown
11654,hero,electric optima plus,2011,Scooter,3.5,Unknown,0.3,Electric,Unknown,Unknown,Unknown
11655,hero,electric optima plus special ability,2011,Scooter,3.3,Unknown,0.3,Electric,Unknown,Unknown,Unknown
11656,hero,electric photon,2016,Scooter,Unknown,Unknown,2.0,Electric,Unknown,111.0,Unknown
11657,hero,electric wave dx,2011,Scooter,Unknown,Unknown,0.3,Electric,Unknown,Unknown,Unknown
11658,hero,electric zion,2011,Scooter,3.0,Unknown,0.3,Electric,Unknown,90.0,Unknown
11659,hero,electric zippy,2011,Scooter,Unknown,Unknown,0.3,Electric,Unknown,Unknown,Unknown
11660,hero,glamour,2012,Sport,2.5,124.5,9.0,Single cylinder,13.6,Unknown,Unknown
11661,hero,glamour,2013,Sport,3.1,124.5,9.0,Single cylinder,13.6,Unknown,Unknown
11662,hero,glamour,2015,Sport,Unknown,124.5,9.1,Single cylinder,13.6,Unknown,Unknown
11663,hero,glamour,2019,Sport,Unknown,124.7,9.0,Single cylinder,13.6,Unknown,790.0
11664,hero,glamour bs6,2021,Sport,Unknown,124.7,10.7,Single cylinder,10.0,Unknown,793.0
11665,hero,glamour fi,2012,Sport,3.1,124.5,9.0,Single cylinder,13.6,Unknown,Unknown
11666,hero,glamour fi,2015,Sport,Unknown,124.8,9.1,Single cylinder,13.6,Unknown,Unknown
11667,hero,glamour programmed-fi,2013,Sport,3.4,124.5,9.1,Single cylinder,13.6,Unknown,Unknown
11668,hero,hf dawn,2015,Sport,Unknown,97.2,8.4,Single cylinder,10.5,Unknown,805.0
11669,hero,hf deluxe,2013,Sport,3.2,97.2,7.8,Single cylinder,10.5,Unknown,805.0
11670,hero,hf deluxe,2015,Sport,Unknown,97.2,8.4,Single cylinder,9.5,Unknown,Unknown
11671,hero,hf deluxe black alloy,2015,Sport,Unknown,97.2,8.4,Single cylinder,9.5,Unknown,Unknown
11672,hero,hf deluxe bs6,2021,Sport,Unknown,97.2,7.9,Single cylinder,9.6,Unknown,805.0
11673,hero,hf deluxe eco,2015,Sport,Unknown,97.2,8.4,Single cylinder,9.5,Unknown,Unknown
11674,hero,hf deluxe eco,2019,Sport,Unknown,97.2,8.3,Single cylinder,10.5,Unknown,805.0
11675,hero,hf-dawn,2013,Sport,Unknown,97.2,7.8,Single cylinder,10.5,Unknown,805.0
11678,hero,honda achiever 150,2011,Sport,3.3,149.2,13.4,Single cylinder,12.4,Unknown,Unknown
11684,hero,honda cbz x-treme,2010,Sport,3.4,149.2,Unknown,Single cylinder,12.0,Unknown,Unknown
11685,hero,honda cbz x-treme,2011,Sport,3.9,149.2,Unknown,Single cylinder,12.0,Unknown,Unknown
11693,hero,honda cd deluxe,2010,Sport,3.2,97.2,7.8,Single cylinder,10.5,Unknown,805.0
11694,hero,honda cd deluxe,2011,Sport,3.1,97.2,7.8,Single cylinder,10.5,Unknown,805.0
11697,hero,honda cd-dawn 100,2010,Sport,3.1,97.2,7.8,Single cylinder,10.5,Unknown,805.0
11698,hero,honda cd-dawn 100,2011,Sport,3.2,97.2,7.8,Single cylinder,10.5,Unknown,805.0
11703,hero,honda glamour,2010,Sport,2.6,124.5,9.0,Single cylinder,13.6,Unknown,Unknown
11704,hero,honda glamour,2011,Sport,3.8,124.5,9.0,Single cylinder,13.6,Unknown,Unknown
11707,hero,honda glamour 125 pgm-fi,2010,Sport,3.2,124.5,9.0,Single cylinder,13.6,Unknown,Unknown
11708,hero,honda glamour 125 pgm-fi,2011,Sport,2.8,124.5,9.0,Single cylinder,13.6,Unknown,Unknown
11715,hero,honda hunk 150,2010,Naked bike,3.3,149.2,14.2,Single cylinder,12.4,Unknown,Unknown
11716,hero,honda hunk 150,2011,Naked bike,3.8,149.2,14.2,Single cylinder,12.4,Unknown,Unknown
11722,hero,honda karizma,2010,Sport,3.6,223.0,16.9,Single cylinder,15.0,Unknown,Unknown
11723,hero,honda karizma,2011,Sport,4.0,223.0,16.9,Single cylinder,15.0,Unknown,Unknown
11724,hero,honda karizma zmr,2010,Sport,3.0,223.0,17.6,Single cylinder,15.3,Unknown,Unknown
11725,hero,honda karizma zmr,2011,Sport,2.9,223.0,17.6,Single cylinder,15.3,Unknown,Unknown
11730,hero,honda passion plus,2010,Sport,3.0,97.5,7.4,Single cylinder,12.8,116.0,Unknown
11731,hero,honda passion plus,2011,Sport,3.4,97.5,7.4,Single cylinder,12.8,116.0,Unknown
11733,hero,honda passion pro,2010,Sport,3.3,97.5,7.4,Single cylinder,12.8,119.0,Unknown
11734,hero,honda passion pro,2011,Sport,3.2,97.5,7.4,Single cylinder,12.8,119.0,Unknown
11739,hero,honda pleasure 100,2010,Scooter,3.3,102.0,7.0,Single cylinder,5.0,Unknown,805.0
11740,hero,honda pleasure 100,2011,Scooter,2.8,102.0,7.0,Single cylinder,5.0,Unknown,805.0
11744,hero,honda splendor nxg,2010,Sport,3.2,97.5,7.4,Single cylinder,9.5,Unknown,785.0
11745,hero,honda splendor nxg,2011,Sport,3.6,97.5,7.4,Single cylinder,9.5,Unknown,785.0
11748,hero,honda splendor plus,2010,Sport,3.4,97.5,7.4,Single cylinder,11.0,110.0,Unknown
11749,hero,honda splendor plus,2011,Sport,3.1,97.5,7.4,Single cylinder,11.0,110.0,Unknown
11750,hero,honda splendor pro,2011,Sport,3.2,97.5,7.7,Single cylinder,11.0,109.0,Unknown
11754,hero,honda super splendor 125,2010,Sport,3.0,124.5,9.0,Single cylinder,12.0,Unknown,Unknown
11755,hero,honda super splendor 125,2011,Sport,3.0,124.5,9.0,Single cylinder,12.0,Unknown,Unknown
11756,hero,hunk,2012,Naked bike,3.8,149.2,14.2,Single cylinder,12.4,Unknown,Unknown
11757,hero,hunk,2013,Naked bike,3.0,149.2,14.4,Single cylinder,12.4,Unknown,Unknown
11758,hero,hunk,2015,Naked bike,Unknown,149.2,14.4,Single cylinder,12.4,Unknown,Unknown
11759,hero,ignitor,2015,Sport,Unknown,124.7,11.0,Single cylinder,9.0,Unknown,Unknown
11760,hero,ignitor jeet ki chingaari,2013,Sport,2.9,124.7,11.0,Single cylinder,11.1,Unknown,Unknown
11761,hero,impulse,2012,Sport,2.9,149.2,13.0,Single cylinder,11.1,Unknown,Unknown
11762,hero,impulse,2013,Sport,Unknown,149.2,13.0,Single cylinder,11.1,Unknown,Unknown
11763,hero,impulse,2015,Sport,Unknown,149.2,13.2,Single cylinder,11.1,Unknown,Unknown
11764,hero,karizma,2012,Sport,3.4,223.0,16.9,Single cylinder,15.0,Unknown,Unknown
11765,hero,karizma,2013,Sport,3.4,223.0,17.0,Single cylinder,15.0,Unknown,Unknown
11766,hero,karizma,2015,Sport,Unknown,223.0,19.2,Single cylinder,15.0,Unknown,Unknown
11767,hero,karizma zmr,2012,Sport,3.9,223.0,17.6,Single cylinder,15.3,Unknown,Unknown
11768,hero,karizma zmr,2013,Sport,3.4,223.0,17.6,Single cylinder,15.3,Unknown,Unknown
11769,hero,karizma zmr,2015,Sport,Unknown,223.0,20.0,Single cylinder,15.3,Unknown,Unknown
11770,hero,karizma zmr,2019,Sport,Unknown,223.0,20.0,Single cylinder,15.0,Unknown,810.0
11771,hero,maestro,2013,Scooter,3.4,109.0,8.1,Single cylinder,5.3,Unknown,795.0
11772,hero,maestro,2015,Scooter,Unknown,109.0,8.2,Single cylinder,5.3,Unknown,795.0
11773,hero,maestro edge,2015,Scooter,Unknown,110.9,8.3,Single cylinder,5.3,Unknown,795.0
11774,hero,maestro edge,2019,Scooter,Unknown,110.9,8.0,Single cylinder,5.3,Unknown,795.0
11775,hero,maestro edge,2020,Scooter,Unknown,110.9,8.1,Single cylinder,12.8,Unknown,780.0
11776,hero,maestro edge 110,2022,Scooter,Unknown,110.9,8.1,Single cylinder,5.0,Unknown,775.0
11777,hero,maestro edge 110 bs6,2021,Scooter,Unknown,110.9,8.1,Single cylinder,5.0,Unknown,775.0
11778,hero,maestro edge 125,2022,Scooter,Unknown,124.6,9.0,Single cylinder,5.0,Unknown,793.0
11779,hero,maestro edge 125  bs6,2021,Scooter,Unknown,124.6,9.0,Single cylinder,5.0,Unknown,775.0
11780,hero,new glamour,2019,Sport,Unknown,124.7,11.4,Single cylinder,11.0,Unknown,Unknown
11781,hero,new super splendor,2019,Sport,Unknown,124.7,9.1,Single cylinder,13.0,125.0,785.0
11782,hero,passion pro,2012,Sport,3.6,97.5,7.4,Single cylinder,12.8,120.0,Unknown
11783,hero,passion pro,2013,Sport,3.3,97.5,7.4,Single cylinder,12.8,120.0,Unknown
11784,hero,passion pro,2015,Sport,Unknown,97.5,8.4,Single cylinder,12.8,Unknown,Unknown
11785,hero,passion pro,2019,Sport,Unknown,97.2,8.4,Single cylinder,12.5,Unknown,795.0
11786,hero,passion pro 110,2019,Sport,Unknown,109.2,9.4,Single cylinder,12.8,Unknown,780.0
11787,hero,passion pro bs6,2021,Sport,Unknown,113.0,9.0,Single cylinder,10.0,Unknown,799.0
11788,hero,passion pro bs6,2022,Sport,Unknown,113.0,9.0,Single cylinder,10.0,Unknown,799.0
11789,hero,passion pro tr,2015,Sport,Unknown,97.5,8.4,Single cylinder,12.8,Unknown,Unknown
11790,hero,passion x pro,2013,Sport,2.9,109.0,8.7,Single cylinder,9.5,120.0,785.0
11791,hero,passion x pro,2019,Sport,Unknown,109.2,9.4,Single cylinder,9.2,117.0,790.0
11792,hero,passion xpro,2015,Allround,Unknown,109.1,8.7,Single cylinder,9.5,Unknown,Unknown
11793,hero,pleasure,2012,Scooter,3.0,102.0,7.0,Single cylinder,5.0,Unknown,795.0
11794,hero,pleasure,2013,Scooter,Unknown,102.0,7.0,Single cylinder,5.0,Unknown,795.0
11795,hero,pleasure,2015,Scooter,Unknown,102.0,6.9,Single cylinder,5.0,Unknown,795.0
11796,hero,pleasure,2019,Scooter,Unknown,102.0,6.9,Single cylinder,5.0,Unknown,795.0
11797,hero,pleasure pluss bs6,2021,Scooter,Unknown,110.9,8.1,Single cylinder,4.8,Unknown,Unknown
11798,hero,splendor ismart,2015,Sport,Unknown,97.5,8.4,Single cylinder,8.7,Unknown,785.0
11799,hero,splendor ismart bs6,2021,Sport,Unknown,113.2,Unknown,Single cylinder,9.5,Unknown,799.0
11800,hero,splendor ismart pluss,2019,Sport,Unknown,109.5,9.4,Single cylinder,8.5,Unknown,Unknown
11801,hero,splendor nxg,2012,Sport,3.4,97.5,7.4,Single cylinder,9.5,Unknown,785.0
11802,hero,splendor nxg,2013,Sport,Unknown,97.5,7.4,Single cylinder,9.5,Unknown,785.0
11803,hero,splendor plus,2012,Sport,3.0,97.5,7.4,Single cylinder,11.0,109.0,Unknown
11804,hero,splendor plus,2013,Sport,2.8,97.5,7.5,Single cylinder,11.0,109.0,Unknown
11805,hero,splendor plus,2015,Sport,Unknown,97.5,8.4,Single cylinder,11.0,109.0,Unknown
11806,hero,splendor pluss,2019,Sport,Unknown,97.2,7.5,Single cylinder,10.5,Unknown,Unknown
11807,hero,splendor pluss black and accent edition,2021,Sport,Unknown,97.2,7.5,Single cylinder,9.6,Unknown,799.0
11808,hero,splendor pluss bs6,2021,Sport,Unknown,97.2,7.5,Single cylinder,9.8,Unknown,785.0
11809,hero,splendor pro,2012,Sport,3.0,97.5,7.7,Single cylinder,11.0,109.0,Unknown
11810,hero,splendor pro,2013,Sport,2.9,97.5,7.7,Single cylinder,11.0,112.0,Unknown
11811,hero,splendor pro,2015,Sport,Unknown,97.5,8.4,Single cylinder,12.0,109.0,Unknown
11812,hero,splendor pro,2019,Sport,Unknown,97.2,8.3,Single cylinder,11.0,112.0,785.0
11813,hero,splendor pro black alloy,2015,Sport,Unknown,97.2,7.8,Single cylinder,11.0,109.0,Unknown
11814,hero,splendor pro classic,2015,Naked bike,Unknown,97.5,8.4,Single cylinder,11.0,109.0,Unknown
11815,hero,super splendor,2015,Sport,Unknown,124.5,9.1,Single cylinder,13.0,121.0,Unknown
11816,hero,super splendor,2019,Sport,Unknown,124.7,9.1,Single cylinder,13.0,121.0,Unknown
11817,hero,super splendor 125,2012,Sport,3.3,124.5,9.0,Single cylinder,13.0,121.0,Unknown
11818,hero,super splendor 125,2013,Sport,3.3,124.5,9.0,Single cylinder,13.0,121.0,Unknown
11819,hero,super splendor bs6,2021,Sport,Unknown,124.7,10.7,Single cylinder,12.0,123.0,799.0
11820,hero,super splendor bs6,2022,Sport,Unknown,124.7,10.7,Single cylinder,12.0,Unknown,799.0
11821,hero,super splendor ismart,2022,Sport,Unknown,113.2,9.0,Single cylinder,12.0,117.0,799.0
11822,hero,xpulse 200,2020,Allround,Unknown,199.6,18.1,Single cylinder,13.0,Unknown,Unknown
11823,hero,xpulse 200,2021,Allround,3.6,199.6,17.8,Single cylinder,13.0,Unknown,Unknown
11824,hero,xpulse 200,2022,Sport,Unknown,199.6,17.8,Single cylinder,13.0,Unknown,800.0
11825,hero,xpulse 200 4v,2022,Sport,Unknown,199.6,19.1,Single cylinder,13.0,Unknown,825.0
11826,hero,xpulse 200s,2021,Sport,Unknown,199.6,17.8,Single cylinder,12.8,Unknown,795.0
11827,hero,xtreme,2013,Sport,3.2,149.2,10.6,Single cylinder,12.1,Unknown,Unknown
11828,hero,xtreme,2015,Sport,2.1,149.2,14.4,Single cylinder,12.1,Unknown,Unknown
11829,hero,xtreme 1.r concept,2020,Prototype / concept model,Unknown,149.2,Unknown,Single cylinder,Unknown,Unknown,Unknown
11830,hero,xtreme 160r,2021,Sport,Unknown,163.0,15.0,Single cylinder,12.0,Unknown,790.0
11831,hero,xtreme 160r,2022,Sport,Unknown,163.0,15.0,Single cylinder,12.0,Unknown,790.0
11832,hero,xtreme 200s,2022,Sport,Unknown,199.6,17.8,Single cylinder,12.8,Unknown,790.0
11833,hero,xtreme sport,2015,Sport,Unknown,149.2,15.6,Single cylinder,12.1,Unknown,Unknown
11834,hero,xtreme sport,2019,Sport,Unknown,149.2,15.6,Single cylinder,12.1,Unknown,800.0
11835,hesketh,hze vectrix,2010,Scooter,Unknown,Unknown,28.2,Electric,Unknown,233.6,787.0
11836,hesketh,hze vectrix,2011,Scooter,Unknown,Unknown,28.2,Electric,Unknown,233.6,787.0
11837,hesketh,sprinter,2010,Scooter,Unknown,Unknown,6.7,Electric,Unknown,Unknown,Unknown
11838,hesketh,sprinter,2011,Scooter,Unknown,Unknown,6.7,Electric,Unknown,Unknown,Unknown
11839,hesketh,zero ds,2010,Enduro / offroad,Unknown,Unknown,Unknown,Electric,Unknown,270.0,902.0
11840,hesketh,zero ds,2011,Enduro / offroad,Unknown,Unknown,Unknown,Electric,Unknown,122.5,902.0
11841,hesketh,zero mx,2010,Cross / motocross,Unknown,Unknown,23.0,Electric,Unknown,70.8,914.0
11842,hesketh,zero mx,2011,Cross / motocross,Unknown,Unknown,23.0,Electric,Unknown,70.8,914.0
11843,hesketh,zero s,2010,Super motard,3.3,Unknown,Unknown,Electric,Unknown,122.5,902.0
11844,hesketh,zero s,2011,Super motard,Unknown,Unknown,Unknown,Electric,Unknown,122.5,902.0
11845,hesketh,zero x,2010,Allround,1.8,Unknown,23.0,Electric,Unknown,68.5,914.0
11846,hesketh,zero x,2011,Allround,Unknown,Unknown,23.0,Electric,Unknown,68.5,914.0
11847,highland,1050 viking,2012,Naked bike,Unknown,1050.0,Unknown,V2,9.46,Unknown,841.0
11848,highland,1050cc viking,2011,Naked bike,Unknown,1099.0,Unknown,V2,9.46,Unknown,841.0
11849,highland,350cc trail,2011,Enduro / offroad,Unknown,349.0,Unknown,Single cylinder,7.57,Unknown,851.0
11855,highland,450cc atx quad racer,2011,ATV,Unknown,449.0,Unknown,Single cylinder,7.57,Unknown,813.0
11856,highland,450cc cross country,2011,Enduro / offroad,Unknown,449.0,Unknown,Single cylinder,7.57,Unknown,1011.0
11857,highland,450cc mx,2011,Cross / motocross,Unknown,449.0,Unknown,Single cylinder,6.06,Unknown,998.0
11858,highland,450cc supermoto,2011,Super motard,Unknown,449.0,Unknown,Single cylinder,7.5,Unknown,899.0
11859,highland,507cc atx quad racer,2011,ATV,Unknown,507.0,Unknown,Single cylinder,7.57,Unknown,813.0
11860,highland,507cc cross country,2011,Enduro / offroad,Unknown,507.0,Unknown,Single cylinder,6.06,Unknown,1011.0
11861,highland,507cc mx,2011,Cross / motocross,Unknown,507.0,Unknown,Single cylinder,6.06,Unknown,1011.0
11862,highland,507cc supermoto,2011,Super motard,Unknown,507.0,Unknown,Single cylinder,6.06,Unknown,899.0
11863,highland,750cc desert x,2011,Enduro / offroad,Unknown,750.0,Unknown,V2,15.14,Unknown,720.0
11864,highland,750cc street tracker,2011,Allround,Unknown,750.0,Unknown,V2,7.57,Unknown,770.0
11865,highland,950 street tracker,2012,Allround,3.7,950.0,Unknown,V2,7.57,Unknown,770.0
11871,highland,950cc desert x,2011,Enduro / offroad,Unknown,950.0,Unknown,V2,15.14,129.0,720.0
11872,highland,950cc street tracker,2011,Allround,Unknown,950.0,Unknown,V2,7.57,Unknown,770.0
11873,highland,950cc viking,2011,Naked bike,Unknown,950.0,Unknown,V2,9.46,Unknown,841.0
11896,hm,baja 125,2020,Enduro / offroad,Unknown,124.7,Unknown,Single cylinder,6.0,106.5,875.0
11897,hm,baja rr 125,2020,Enduro / offroad,Unknown,124.7,Unknown,Single cylinder,7.3,102.5,900.0
11898,hm,city 125,2016,Super motard,Unknown,124.0,Unknown,Single cylinder,7.3,115.0,860.0
11899,hm,city 200,2016,Super motard,Unknown,182.7,Unknown,Single cylinder,7.3,115.0,860.0
11900,hm,cota 4rt,2010,Trial,3.6,249.1,Unknown,Single cylinder,2.0,73.8,650.0
11901,hm,cota repsol,2010,Trial,Unknown,249.1,Unknown,Single cylinder,2.0,73.8,650.0
11902,hm,cre 50 baja,2018,Enduro / offroad,2.9,49.7,Unknown,Single cylinder,Unknown,96.0,925.0
11903,hm,cre 50 baja rr,2018,Enduro / offroad,Unknown,49.7,Unknown,Single cylinder,6.0,92.4,925.0
11904,hm,cre baja 10,2010,Enduro / offroad,Unknown,49.7,Unknown,Single cylinder,6.0,89.5,875.0
11905,hm,cre baja 4t,2018,Enduro / offroad,Unknown,124.7,Unknown,Single cylinder,7.3,106.0,900.0
11906,hm,cre baja rr 10,2010,Enduro / offroad,3.3,49.7,Unknown,Single cylinder,6.0,81.0,890.0
11907,hm,cre baja rr 4t,2018,Enduro / offroad,Unknown,124.7,Unknown,Single cylinder,7.3,106.0,909.0
11908,hm,cre six comp. 10,2010,Enduro / offroad,3.2,49.7,Unknown,Single cylinder,6.0,81.0,920.0
11909,hm,derapage,2018,Super motard,Unknown,49.7,Unknown,Single cylinder,6.0,95.9,908.0
11910,hm,derapage  rr 125,2020,Super motard,Unknown,124.7,Unknown,Single cylinder,6.0,104.5,870.0
11911,hm,derapage 10,2010,Super motard,Unknown,49.7,Unknown,Single cylinder,6.0,90.0,850.0
11912,hm,derapage 125,2020,Super motard,Unknown,124.7,Unknown,Single cylinder,6.0,108.5,850.0
11913,hm,derapage 4t,2018,Super motard,Unknown,124.7,Unknown,Single cylinder,7.3,106.0,900.0
11914,hm,derapage comp. 10,2010,Super motard,Unknown,49.7,Unknown,Single cylinder,6.0,83.5,885.0
11915,hm,derapage rr,2018,Super motard,Unknown,49.7,Unknown,Single cylinder,6.0,93.5,908.0
11916,hm,derapage rr 10,2010,Super motard,3.4,49.7,Unknown,Single cylinder,6.0,86.0,860.0
11917,hm,derapage rr 4t,2018,Super motard,Unknown,124.7,Unknown,Single cylinder,7.3,106.0,902.0
11918,hm,locusta 125,2016,Enduro / offroad,Unknown,124.0,Unknown,Single cylinder,7.3,114.0,870.0
11919,hm,locusta 200,2016,Enduro / offroad,Unknown,182.6,Unknown,Single cylinder,7.3,114.0,870.0
11920,hm,scrambler 125,2020,Enduro / offroad,Unknown,124.7,Unknown,Single cylinder,7.3,114.0,832.0
11921,hm,trail 125,2020,Trial,Unknown,124.7,Unknown,Single cylinder,7.3,114.0,870.0
11925,honda,250 rebel,2010,Allround,2.7,234.0,Unknown,Twin,9.84,Unknown,676.0
11926,honda,400x,2014,ATV,2.9,397.0,Unknown,Single cylinder,9.84,Unknown,836.0
11927,honda,400x,2015,ATV,Unknown,397.0,Unknown,Single cylinder,9.84,Unknown,836.0
