id,Brand,Model,Year,Category,Engine Size (cc),Power (hp),Engine Cylinder,Fuel Capacity (Lts),Weight (kg),Seat Height (mm),Power-to-Weight (hp/kg)
7735,Ducati,scrambler nightshift,2022,Allround,803,73.0,V2,13.5,180.0,798.0,0.41
7736,Ducati,scrambler officine mermaid,2015,Enduro / Offroad,803,73.8,V2,13.5,170.0,790.0,0.43
7737,Ducati,scrambler sixty2,2017,Classic,399,40.0,V2,14.0,167.0,790.0,0.24
7738,Ducati,scrambler sixty2,2018,Classic,399,40.0,V2,14.0,167.0,770.0,0.24
7739,Ducati,scrambler sixty2,2019,Classic,399,40.0,V2,14.0,167.0,770.0,0.24
7740,Ducati,scrambler sixty2,2020,Classic,399,40.0,V2,14.0,167.0,790.0,0.24
7741,Ducati,scrambler street classic,2018,Classic,803,73.0,V2,13.5,170.0,770.0,0.43
7742,Ducati,scrambler tangerine icon,2020,Enduro / Offroad,803,73.0,V2,13.5,173.0,778.0,0.42
7743,Ducati,scrambler urban enduro,2015,Classic,803,75.0,V2,13.5,176.0,790.0,0.43
7744,Ducati,scrambler urban motard,2022,Super Motard,803,73.0,V2,13.5,180.0,805.0,0.41
7749,Ducati,sport 1000 biposto,2010,Classic,992,90.8,V2,14.76,182.0,825.0,0.5
7752,Ducati,sport 1000s,2010,Classic,992,90.8,V2,15.0,181.0,825.0,0.5
7757,Ducati,sportclassic gt 1000,2010,Classic,992,92.0,V2,15.0,185.0,810.0,0.5
7804,Ducati,streetfighter,2010,Naked Bike,1099,155.0,V2,16.5,169.0,840.0,0.92
7805,Ducati,streetfighter,2011,Naked Bike,1099,155.0,V2,16.5,169.0,840.0,0.92
7806,Ducati,streetfighter 848,2012,Naked Bike,849,132.0,V2,16.5,169.0,840.0,0.78
7807,Ducati,streetfighter 848,2013,Naked Bike,849,130.0,V2,16.5,169.0,840.0,0.77
7808,Ducati,streetfighter 848,2014,Naked Bike,849,132.0,V2,16.5,169.0,840.0,0.78
7809,Ducati,streetfighter 848,2015,Naked Bike,849,132.0,V2,16.5,169.0,840.0,0.78
7811,Ducati,streetfighter s,2010,Naked Bike,1099,155.0,V2,16.5,167.0,840.0,0.93
7812,Ducati,streetfighter s,2011,Naked Bike,1099,155.0,V2,16.5,167.0,840.0,0.93
7813,Ducati,streetfighter s,2012,Naked Bike,1099,155.0,V2,16.5,167.0,840.0,0.93
7814,Ducati,streetfighter s,2013,Naked Bike,1099,152.0,V2,16.5,167.0,840.0,0.91
7815,Ducati,streetfighter v2,2022,Naked Bike,955,152.0,V2,17.0,178.0,845.0,0.85
7817,Ducati,streetfighter v4 s,2020,Naked Bike,1103,208.0,V4,16.0,178.0,845.0,1.17
7818,Ducati,streetfighter v4 s,2021,Naked Bike,1103,208.0,V4,16.0,180.0,845.0,1.16
7819,Ducati,streetfighter v4 sp,2022,Naked Bike,1103,208.0,V4,16.0,177.0,845.0,1.18
7829,Ducati,superbike 1198,2011,Sport,849,170.0,V2,15.5,168.0,830.0,1.01
7830,Ducati,superbike 1198 r corse se,2011,Sport,1198,180.0,V2,18.0,168.0,820.0,1.07
7832,Ducati,superbike 1198 sp,2011,Sport,1198,170.0,V2,18.0,168.0,820.0,1.01
7835,Ducati,superbike 848 evo,2011,Sport,849,140.0,V2,15.5,168.0,830.0,0.83
7836,Ducati,superbike 848 evo,2012,Sport,849,140.0,V2,15.5,168.0,830.0,0.83
7837,Ducati,superbike 848 evo corse,2012,Sport,848,140.0,V2,15.5,168.0,830.0,0.83
7838,Ducati,superbike 848 evo dark,2011,Sport,848,140.0,V2,15.5,168.0,830.0,0.83
7840,Ducati,superleggera 1199,2014,Naked Bike,1198,200.0,V2,17.0,155.0,830.0,1.29
7841,Ducati,superleggera 1299,2017,Naked Bike,1285,215.0,V2,17.0,156.0,830.0,1.38
7842,Ducati,superleggera v4,2021,Naked Bike,998,221.0,V4,16.0,159.0,835.0,1.39
7843,Ducati,supersport,2017,Sport,937,113.0,V2,16.0,183.0,810.0,0.62
7844,Ducati,supersport,2018,Sport,937,110.0,V2,16.0,183.0,810.0,0.6
7845,Ducati,supersport,2019,Sport,937,110.0,V2,16.0,183.0,810.0,0.6
7853,Ducati,supersport 950,2021,Sport,937,110.0,V2,16.0,184.0,810.0,0.6
7854,Ducati,supersport 950 s,2021,Sport,937,110.0,V2,16.0,183.0,810.0,0.6
7855,Ducati,supersport s,2017,Sport,937,113.0,V2,16.0,183.0,810.0,0.62
7856,Ducati,supersport s,2018,Sport,937,113.0,V2,16.0,183.0,810.0,0.62
7857,Ducati,supersport s,2019,Sport,937,108.0,V2,16.0,183.0,810.0,0.59
7858,Ducati,supersport s,2020,Sport,937,110.0,V2,16.0,183.0,810.0,0.6
7859,Ducati,xdiavel,2016,Naked Bike,1262,156.0,V2,17.0,220.0,755.0,0.71
7860,Ducati,xdiavel,2017,Naked Bike,1262,156.0,V2,17.0,235.0,755.0,0.66
7861,Ducati,xdiavel,2018,Naked Bike,1262,152.0,V2,17.0,220.0,755.0,0.69
7862,Ducati,xdiavel,2019,Naked Bike,1262,152.0,V2,17.0,220.0,755.0,0.69
7864,Ducati,xdiavel black star,2021,Sport,1262,160.0,V2,18.0,221.0,755.0,0.72
7865,Ducati,xdiavel dark,2021,Sport,1262,160.0,V2,18.0,221.0,755.0,0.72
7866,Ducati,xdiavel s,2016,Naked Bike,1262,156.0,V2,17.0,220.0,755.0,0.71
7868,Ducati,xdiavel s,2018,Naked Bike,1262,152.0,V2,17.0,220.0,755.0,0.69
7869,Ducati,xdiavel s,2019,Naked Bike,1262,152.0,V2,17.0,220.0,755.0,0.69
7870,Ducati,xdiavel s,2020,Sport,1262,152.0,V2,18.0,220.0,755.0,0.69
7871,Ducati,xdiavel s,2021,Sport,1262,160.0,V2,18.0,221.0,755.0,0.72
7955,Eagle-Wing,db 250b street,2010,Sport,230,24.1,Single cylinder,15.0,135.0,800.0,0.18
7956,Eagle-Wing,db 300 naked,2010,Naked Bike,300,24.1,Single cylinder,13.0,140.0,800.0,0.17
7957,Eagle-Wing,db125 road,2010,Allround,125,11.4,Single cylinder,13.0,75.0,880.0,0.15
7958,Eagle-Wing,db125z commuter,2010,Scooter,125,8.5,Single cylinder,4.5,75.0,800.0,0.11
7959,Eagle-Wing,db250 street,2011,Sport,230,24.1,Single cylinder,15.0,135.0,800.0,0.18
7960,Eagle-Wing,db300 naked,2011,Naked Bike,300,24.1,Single cylinder,13.0,140.0,800.0,0.17
7961,Eagle-Wing,py 250 red,2010,Super Motard,230,16.1,Single cylinder,9.0,118.0,880.0,0.14
7978,Ecosse,heretic,2015,Naked Bike,1966,133.0,V2,15.9,205.0,698.0,0.65
7996,Ecosse,the heretic,2012,Naked Bike,1966,133.0,V2,15.9,205.0,698.0,0.65
7997,Ecosse,the heretic,2014,Naked Bike,1966,133.0,V2,15.9,205.0,698.0,0.65
8007,Ecosse,titanium rr,2019,Naked Bike,2100,200.0,V2,15.9,199.6,699.0,1.0
8199,Enfield,classic 350,2010,Classic,346,19.8,Single cylinder,14.5,163.0,800.0,0.12
8211,Enfield,classic 500,2010,Classic,499,27.2,Single cylinder,13.5,182.0,800.0,0.15
8257,Enfield,electra twinspark,2010,Classic,346,19.8,Single cylinder,13.5,180.0,800.0,0.11
8309,Enfield,thunderbird twinspark,2011,Classic,346,19.8,Single cylinder,14.5,163.0,760.0,0.12
8328,Erik Buell Racing,1190rx,2014,Sport,1190,185.0,V2,17.1,176.0,826.0,1.05
8329,Erik Buell Racing,1190sx,2014,Sport,1190,185.0,V2,17.03,187.8,826.0,0.99
8410,Factory Bike,f370,2022,Sport,370,25.0,Twin,15.0,162.0,790.0,0.15
8411,Factory Bike,fbk 250 fx,2022,Enduro / Offroad,250,18.8,Single cylinder,8.5,120.0,840.0,0.16
8412,Factory Bike,fbk 250 rs,2022,Enduro / Offroad,250,16.1,Single cylinder,8.5,120.0,840.0,0.13
8413,Factory Bike,fk 370,2022,Naked Bike,370,25.0,Twin,15.0,156.0,790.0,0.16
8414,Factory Bike,fx 110r,2022,Cross / Motocross,110,8.7,Single cylinder,3.0,58.0,700.0,0.15
8415,Factory Bike,fx 150f,2022,Cross / Motocross,150,14.0,Single cylinder,5.2,82.0,780.0,0.17
8418,Factory Bike,j 10,2022,Cross / Motocross,250,25.0,Single cylinder,6.5,110.0,910.0,0.23
8419,Factory Bike,j3,2022,Enduro / Offroad,250,17.4,Single cylinder,6.5,113.0,880.0,0.15
8436,Factory Bike,s15 150,2022,Enduro / Offroad,150,11.4,Single cylinder,6.3,85.0,840.0,0.13
8437,Factory Bike,s25 250,2022,Enduro / Offroad,250,16.1,Single cylinder,6.3,85.0,840.0,0.19
8438,Factory Bike,t4 250,2022,Cross / Motocross,250,16.1,Single cylinder,9.5,107.0,880.0,0.15
8489,Fantic,caballero 500 anniversary,2022,Sport,449,40.0,Single cylinder,12.0,150.0,820.0,0.27
8498,Fantic,caballero deluxe 125,2021,Sport,125,14.8,Single cylinder,12.0,130.0,820.0,0.11
8499,Fantic,caballero deluxe 125,2022,Sport,125,14.8,Single cylinder,12.0,130.0,820.0,0.11
8501,Fantic,caballero deluxe 500,2022,Sport,449,40.0,Single cylinder,12.0,150.0,820.0,0.27
8502,Fantic,caballero explorer 500,2022,Sport,449,40.0,Single cylinder,12.0,150.0,860.0,0.27
8503,Fantic,caballero flat track 125,2021,Enduro / Offroad,125,14.8,Single cylinder,12.0,130.0,820.0,0.11
8504,Fantic,caballero flat track 125,2022,Sport,125,14.8,Single cylinder,12.0,130.0,820.0,0.11
8505,Fantic,caballero flat track 500,2022,Sport,449,40.0,Single cylinder,12.0,150.0,820.0,0.27
8510,Fantic,caballero racing regolarita competizione 125,2010,Super Motard,124,15.0,Single cylinder,7.5,96.0,960.0,0.16
8511,Fantic,caballero rally 500,2022,Sport,449,40.0,Single cylinder,12.0,150.0,860.0,0.27
8523,Fantic,caballero scrambler 125,2022,Sport,125,14.8,Single cylinder,12.0,130.0,820.0,0.11
8525,Fantic,caballero scrambler 500,2022,Sport,449,40.0,Single cylinder,12.0,150.0,820.0,0.27
8550,Fantic,xef 125 competition,2021,Enduro / Offroad,125,14.8,Single cylinder,7.5,108.0,915.0,0.14
8551,Fantic,xef 125 performance,2021,Enduro / Offroad,125,14.8,Single cylinder,7.5,112.0,915.0,0.13
8553,Fantic,xef 250 trail,2021,Enduro / Offroad,250,21.2,Single cylinder,8.0,122.0,915.0,0.17
8554,Fantic,xef 250 trail,2022,Enduro / Offroad,250,21.2,Single cylinder,7.5,122.0,915.0,0.17
8556,Fantic,xmf 125 competition,2021,Super Motard,125,14.8,Single cylinder,7.5,112.0,880.0,0.13
8557,Fantic,xmf 125 performance,2021,Super Motard,125,14.8,Single cylinder,7.5,112.0,880.0,0.13
8558,Fantic,xmf 125 performance,2022,Super Motard,125,14.8,Single cylinder,7.5,112.0,880.0,0.13
8562,Fb Mondial,flat track 125,2020,Enduro / Offroad,124,14.8,Single cylinder,9.5,140.0,846.0,0.11
8565,Fb Mondial,hipster 250,2016,Classic,249,24.8,Single cylinder,14.0,130.0,785.0,0.19
8568,Fb Mondial,hps 125 hipster,2017,Classic,124,13.4,Single cylinder,14.0,130.0,785.0,0.1
8569,Fb Mondial,hps 125 hipster,2019,Classic,124,13.4,Single cylinder,9.0,130.0,785.0,0.1
8570,Fb Mondial,hps 250 hipster,2017,Classic,249,24.8,Single cylinder,14.0,130.0,785.0,0.19
8571,Fb Mondial,hps 300,2019,Classic,249,24.8,Single cylinder,9.0,135.0,785.0,0.18
8572,Fb Mondial,hps 300,2020,Allround,249,22.8,Single cylinder,9.5,135.0,850.0,0.17
8574,Fb Mondial,pagani 1948,2018,Classic,249,24.1,Single cylinder,9.0,135.0,775.0,0.18
8575,Fb Mondial,pagani 1948,2019,Classic,249,24.8,Single cylinder,9.0,135.0,775.0,0.18
8576,Fb Mondial,pagani 1948 125,2019,Classic,124,14.8,Single cylinder,9.0,130.0,775.0,0.11
8578,Fb Mondial,smt 125,2017,Super Motard,124,13.4,Single cylinder,14.0,122.0,890.0,0.11
8579,Fb Mondial,smx 125,2017,Enduro / Offroad,124,13.4,Single cylinder,14.0,122.0,946.0,0.11
8580,Fb Mondial,smx 125,2019,Enduro / Offroad,124,13.4,Single cylinder,14.0,122.0,946.0,0.11
8581,Fb Mondial,smx enduro,2020,Enduro / Offroad,124,14.8,Single cylinder,6.3,124.0,1020.0,0.12
8582,Fb Mondial,smx motard,2020,Super Motard,124,14.8,Single cylinder,6.3,124.0,980.0,0.12
8583,Fb Mondial,sport classic 125,2018,Classic,124,13.4,Single cylinder,9.0,130.0,775.0,0.1
8585,Fb Mondial,sport classic 300,2020,Classic,249,22.8,Single cylinder,9.5,153.0,804.0,0.15
8598,Fischer,mrx,2010,Sport,647,80.0,V2,17.0,166.5,749.0,0.48
8599,Fischer,mrx,2011,Sport,647,80.0,V2,17.0,166.5,749.0,0.48
8602,Fischer,mrx race,2012,Sport,647,80.0,V2,17.03,150.5,749.0,0.53
8603,Fischer,mrx race,2013,Sport,647,80.0,V2,17.03,150.5,749.0,0.53
8653,Garelli,flexi 50,2010,Scooter,50,3.0,Single cylinder,5.5,82.0,740.0,0.04
8654,Garelli,flexi 50,2011,Scooter,50,3.0,Single cylinder,5.5,82.0,740.0,0.04
8660,Garelli,tiesse 50 r,2010,Scooter,49,3.5,Single cylinder,5.0,89.0,780.0,0.04
8662,Garelli,tiesse four 50 4t,2010,Scooter,49,3.0,Single cylinder,5.0,88.0,780.0,0.03
8778,Gas Gas,ec cami 250,2016,Enduro / Offroad,250,28.0,Single cylinder,8.2,117.0,920.0,0.24
8813,Gas Gas,mc 125,2021,Cross / Motocross,125,40.0,Single cylinder,7.0,87.5,950.0,0.46
8814,Gas Gas,mc 125,2022,Cross / Motocross,125,40.0,Single cylinder,7.0,87.5,950.0,0.46
8821,Gas Gas,mc 250f,2021,Cross / Motocross,250,46.0,Single cylinder,7.0,99.0,950.0,0.46
8822,Gas Gas,mc 250f,2022,Cross / Motocross,249,46.0,Single cylinder,7.0,99.0,950.0,0.46
9494,Gilera,smt 50,2015,Super Motard,50,2.7,Single cylinder,7.0,97.0,865.0,0.03
9172,Genuine Scooter,g400c,2019,Allround,397,26.0,Single cylinder,12.87,160.1,787.0,0.16
9173,Genuine Scooter,g400c,2020,Allround,397,26.0,Single cylinder,12.87,160.1,787.0,0.16
9339,Gilera,fuoco 500,2014,Scooter,493,40.0,Single cylinder,12.0,244.0,785.0,0.16
9340,Gilera,fuoco 500,2015,Scooter,493,40.0,Single cylinder,12.0,244.0,785.0,0.16
9341,Gilera,fuoco 500,2016,Scooter,493,40.0,Single cylinder,12.0,244.0,785.0,0.16
9342,Gilera,fuoco 500,2017,Scooter,493,40.0,Single cylinder,12.0,244.0,785.0,0.16
9343,Gilera,fuoco 500,2022,Scooter,493,40.0,Single cylinder,12.0,244.0,785.0,0.16
9348,Gilera,fuoco 500ie,2021,Scooter,493,40.0,Single cylinder,12.0,244.0,785.0,0.16
9357,Gilera,gp800,2010,Scooter,839,65.5,V2,18.5,245.0,780.0,0.27
9393,Gilera,rcr 50,2015,Enduro / Offroad,50,2.7,Single cylinder,7.0,97.0,900.0,0.03
9527,Goes,cobalt,2020,Atv,493,36.2,Single cylinder,19.0,344.0,920.0,0.11
9528,Goes,cobalt 550 max,2022,Atv,495,33.5,Single cylinder,17.0,356.0,955.0,0.09
9529,Goes,cobalt 550 max limited,2022,Atv,495,33.5,Single cylinder,17.0,356.0,955.0,0.09
9530,Goes,cobalt ltd,2020,Atv,493,36.2,Single cylinder,18.0,344.0,920.0,0.11
9531,Goes,cobalt max,2020,Atv,493,36.2,Single cylinder,19.0,344.0,920.0,0.11
9532,Goes,copper,2020,Atv,198,12.1,Single cylinder,18.0,180.0,920.0,0.07
9533,Goes,copper 2.,2022,Atv,176,21.7,Single cylinder,9.0,210.0,780.0,0.1
9540,Goes,g 300 s,2015,Atv,280,19.4,Single cylinder,15.0,207.0,870.0,0.09
9541,Goes,g 400i sm,2015,Atv,360,28.0,Single cylinder,15.0,211.0,870.0,0.13
9542,Goes,g 450r sm,2015,Atv,449,44.0,Single cylinder,14.0,219.0,550.0,0.2
9544,Goes,g 520 eps,2015,Atv,493,31.0,Single cylinder,19.0,313.0,920.0,0.1
9545,Goes,g 520 f max,2015,Atv,493,31.0,Single cylinder,19.0,323.0,920.0,0.1
9546,Goes,g 520f,2015,Atv,493,31.0,Single cylinder,19.0,313.0,920.0,0.1
9557,Goes,iron,2020,Atv,398,26.8,Single cylinder,18.0,344.0,920.0,0.08
9558,Goes,iron,2021,Atv,398,26.8,Single cylinder,17.0,344.0,955.0,0.08
9560,Goes,iron ltd,2020,Atv,398,26.8,Single cylinder,18.0,344.0,920.0,0.08
9563,Gogo Moto,go 125-18,2014,Custom / Cruiser,125,9.4,Single cylinder,14.0,135.0,650.0,0.07
9564,Gogo Moto,go 125-27,2014,Touring,125,9.4,Single cylinder,14.0,119.0,650.0,0.08
9566,Gogo Moto,go 200-d,2014,Sport,193,14.8,Single cylinder,16.5,115.0,770.0,0.13
9567,Gogo Moto,go 250-18,2014,Custom / Cruiser,249,14.8,Single cylinder,14.0,136.0,650.0,0.11
9568,Gogo Moto,go 50,2014,Custom / Cruiser,50,2.4,Single cylinder,5.5,119.0,500.0,0.02
9569,Gogo Moto,mt 150-5f,2014,Touring,150,10.7,Single cylinder,14.0,136.0,650.0,0.08
9628,Gymotor,ak200,2021,Sport,197,13.0,Single cylinder,9.0,132.0,830.0,0.1
9629,Gymotor,cb190,2022,Naked Bike,196,12.7,Single cylinder,12.0,132.0,790.0,0.1
9630,Gymotor,cb200,2021,Allround,196,13.4,Single cylinder,12.0,132.0,790.0,0.1
9631,Gymotor,gn200 kazak,2022,Custom / Cruiser,197,14.1,Single cylinder,10.0,132.0,750.0,0.11
9635,Hamachi,alex one 200,2020,Scooter,200,9.8,Single cylinder,6.0,129.0,760.0,0.08
9654,Hanway,blackcafe 125,2018,Allround,125,10.5,Single cylinder,15.0,113.0,720.0,0.09
9655,Hanway,blackcafe 125,2019,Allround,125,10.5,Single cylinder,15.0,110.0,720.0,0.1
9656,Hanway,blackcafe 125,2020,Allround,125,10.6,Single cylinder,15.0,110.0,720.0,0.1
9657,Hanway,blackcafe 50,2018,Allround,50,2.8,Single cylinder,17.0,110.0,720.0,0.03
9658,Hanway,blackcafe 50,2019,Allround,50,2.8,Single cylinder,17.0,110.0,720.0,0.03
9659,Hanway,champion 125,2018,Custom / Cruiser,125,10.5,Single cylinder,14.0,142.0,640.0,0.07
9660,Hanway,champion 125,2019,Custom / Cruiser,125,11.2,Single cylinder,14.0,142.0,640.0,0.08
9662,Hanway,champion 300,2019,Custom / Cruiser,280,24.8,Single cylinder,14.0,142.0,640.0,0.17
9663,Hanway,flash 125,2020,Scooter,125,9.7,Single cylinder,6.6,102.5,830.0,0.09
9664,Hanway,flash 50,2020,Scooter,50,3.2,Single cylinder,6.6,102.5,720.0,0.03
9665,Hanway,furious 125,2018,Naked Bike,125,15.6,Single cylinder,14.0,122.0,770.0,0.13
9666,Hanway,furious 125,2019,Naked Bike,124,15.6,Single cylinder,14.0,122.0,770.0,0.13
9667,Hanway,furious 200,2018,Naked Bike,180,20.4,Single cylinder,14.0,122.0,770.0,0.17
9668,Hanway,furious 200,2019,Naked Bike,180,20.4,Single cylinder,14.0,122.0,770.0,0.17
9669,Hanway,furious 250,2018,Naked Bike,249,26.2,Single cylinder,14.0,125.0,770.0,0.21
9670,Hanway,furious 250,2019,Naked Bike,249,26.2,Single cylinder,14.0,122.0,770.0,0.21
9671,Hanway,furious 250,2020,Naked Bike,249,26.2,Single cylinder,14.0,122.0,770.0,0.21
9672,Hanway,hs125i scrambler,2018,Classic,125,10.5,Single cylinder,11.5,102.0,720.0,0.1
9673,Hanway,muscle 125,2018,Allround,125,10.5,Single cylinder,17.0,112.0,720.0,0.09
9674,Hanway,muscle 50,2018,Allround,50,2.8,Single cylinder,17.0,110.0,720.0,0.03
9675,Hanway,raw 125,2016,Allround,124,9.5,Single cylinder,12.0,106.0,720.0,0.09
9676,Hanway,raw 50,2016,Allround,50,3.2,Single cylinder,12.0,102.0,720.0,0.03
9677,Hanway,scrambler 125,2020,Allround,125,10.6,Single cylinder,13.0,112.0,730.0,0.09
9678,Hanway,scrambler 50,2020,Allround,50,3.2,Single cylinder,13.0,112.0,730.0,0.03
9679,Hanway,str 125,2022,Super Motard,125,10.6,Single cylinder,12.0,120.0,830.0,0.09
9680,Hanway,xray 50,2020,Enduro / Offroad,49,4.7,Single cylinder,7.3,102.5,830.0,0.05
9681,Hanway,xtm 50,2020,Super Motard,49,4.7,Single cylinder,7.3,102.5,830.0,0.05
9722,Harley-Davidson,115th anniversary breakout 114,2018,Custom / Cruiser,1868,94.0,V2,13.2,294.0,665.0,0.32
9723,Harley-Davidson,115th anniversary cvo limited,2018,Touring,1923,105.0,V2,22.71,411.0,720.0,0.26
9724,Harley-Davidson,115th anniversary fat boy 114 (anv),2018,Custom / Cruiser,1754,86.0,V2,18.93,304.0,675.0,0.28
9725,Harley-Davidson,115th anniversary forty-eight,2018,Custom / Cruiser,1202,65.0,V2,7.9,247.0,710.0,0.26
9726,Harley-Davidson,115th anniversary heritage classic 114,2018,Custom / Cruiser,1868,94.0,V2,18.9,316.0,680.0,0.3
9727,Harley-Davidson,115th anniversary street glide,2018,Touring,1745,89.0,V2,22.71,361.0,715.0,0.25
9729,Harley-Davidson,115th anniversary tri glide ultra,2018,Touring,1745,87.0,V2,22.71,546.0,735.0,0.16
9730,Harley-Davidson,115th anniversary ultra limited,2018,Touring,1745,90.0,V2,22.71,398.0,740.0,0.23
9731,Harley-Davidson,1200 custom,2020,Custom / Cruiser,1202,67.0,V2,17.0,255.0,725.0,0.26
9733,Harley-Davidson,1200 custom limited edition a,2016,Custom / Cruiser,1201,67.1,V2,17.0,255.0,725.0,0.26
9734,Harley-Davidson,1200 custom limited edition b,2016,Custom / Cruiser,1201,67.1,V2,17.0,255.0,725.0,0.26
9817,Harley-Davidson,breakout,2021,Custom / Cruiser,1868,93.0,V2,13.2,294.0,665.0,0.32
9818,Harley-Davidson,breakout 114,2020,Custom / Cruiser,1868,100.0,V2,13.2,294.0,665.0,0.34
9823,Harley-Davidson,cvo breakout,2013,Custom / Cruiser,1803,80.0,V2,18.93,316.6,630.0,0.25
9826,Harley-Davidson,cvo limited,2015,Touring,1801,96.6,V2,22.71,412.0,693.0,0.23
9827,Harley-Davidson,cvo limited,2016,Touring,1801,96.6,V2,22.71,416.0,740.0,0.23
9828,Harley-Davidson,cvo limited,2017,Touring,1868,102.0,V2,22.71,414.0,720.0,0.25
9829,Harley-Davidson,cvo limited,2018,Touring,1923,105.0,V2,22.71,411.0,720.0,0.26
9830,Harley-Davidson,cvo limited,2019,Touring,1923,105.0,V2,22.71,408.7,720.0,0.26
9831,Harley-Davidson,cvo limited,2020,Touring,1923,105.0,V2,22.71,411.0,704.0,0.26
9832,Harley-Davidson,cvo limited,2021,Touring,1923,105.0,V2,22.71,411.0,704.0,0.26
9833,Harley-Davidson,cvo pro street breakout,2017,Custom / Cruiser,1801,92.0,V2,18.9,318.0,660.0,0.29
9834,Harley-Davidson,cvo road glide,2018,Touring,1923,105.0,V2,22.71,385.0,680.0,0.27
9835,Harley-Davidson,cvo road glide,2019,Touring,1923,105.0,V2,22.71,385.0,680.0,0.27
9836,Harley-Davidson,cvo road glide,2020,Touring,1923,105.0,V2,22.71,390.0,680.0,0.27
9837,Harley-Davidson,cvo road glide,2021,Touring,1923,105.0,V2,22.71,390.1,658.0,0.27
9840,Harley-Davidson,cvo road glide ultra,2015,Touring,1801,96.6,V2,22.71,369.0,696.0,0.26
9841,Harley-Davidson,cvo road glide ultra,2016,Touring,1801,97.9,V2,22.71,422.0,755.0,0.23
9847,Harley-Davidson,cvo street glide,2015,Touring,1801,96.6,V2,22.71,380.0,690.0,0.25
9848,Harley-Davidson,cvo street glide,2016,Touring,1801,97.9,V2,22.71,380.0,690.0,0.26
9849,Harley-Davidson,cvo street glide,2017,Touring,1868,102.0,V2,22.71,380.0,690.0,0.27
9850,Harley-Davidson,cvo street glide,2018,Touring,1923,105.0,V2,22.71,382.0,695.0,0.27
9851,Harley-Davidson,cvo street glide,2019,Touring,1923,105.0,V2,22.71,382.0,695.0,0.27
9852,Harley-Davidson,cvo street glide,2020,Touring,1923,105.0,V2,22.71,376.9,663.0,0.28
9853,Harley-Davidson,cvo street glide,2021,Touring,1923,105.0,V2,22.71,376.9,663.0,0.28
9854,Harley-Davidson,cvo tri glide,2020,Touring,1917,105.0,V2,22.71,562.0,658.0,0.19
9855,Harley-Davidson,cvo tri glide,2021,Touring,1917,105.0,V2,22.71,562.0,658.0,0.19
9858,Harley-Davidson,deluxe,2020,Custom / Cruiser,1746,86.0,V2,18.93,303.0,680.0,0.28
9876,Harley-Davidson,dyna fat bob,2016,Custom / Cruiser,1688,78.9,V2,18.93,306.0,690.0,0.26
9877,Harley-Davidson,dyna fat bob,2017,Custom / Cruiser,1690,80.0,V2,18.93,307.0,705.0,0.26
9893,Harley-Davidson,dyna low rider,2015,Custom / Cruiser,1690,75.1,V2,17.79,292.1,681.0,0.26
9894,Harley-Davidson,dyna low rider,2016,Custom / Cruiser,1690,76.1,V2,17.79,298.0,680.0,0.26
9895,Harley-Davidson,dyna low rider,2017,Custom / Cruiser,1690,77.0,V2,17.79,298.0,680.0,0.26
9896,Harley-Davidson,dyna low rider s,2017,Custom / Cruiser,1801,97.0,V2,17.8,293.0,685.0,0.33
9897,Harley-Davidson,dyna low rider s dark custom,2018,Custom / Cruiser,1801,97.0,V2,18.9,293.0,685.0,0.33
9900,Harley-Davidson,dyna street bob,2015,Custom / Cruiser,1690,76.4,V2,17.79,289.9,648.0,0.26
9901,Harley-Davidson,dyna street bob,2016,Custom / Cruiser,1690,77.5,V2,17.79,291.0,680.0,0.27
9902,Harley-Davidson,dyna street bob,2017,Custom / Cruiser,1690,77.5,V2,17.8,291.0,680.0,0.27
9904,Harley-Davidson,dyna street bob dark custom,2015,Custom / Cruiser,1690,76.4,V2,17.79,289.9,680.0,0.26
9905,Harley-Davidson,dyna street bob dark custom,2016,Custom / Cruiser,1690,76.4,V2,17.79,289.9,680.0,0.26
9918,Harley-Davidson,dyna switchback,2015,Touring,1690,75.1,V2,17.79,315.7,663.0,0.24
9919,Harley-Davidson,dyna switchback,2016,Touring,1690,76.1,V2,17.79,315.7,695.0,0.24
9926,Harley-Davidson,dyna wide glide,2015,Custom / Cruiser,1688,77.8,V2,17.79,294.8,648.0,0.26
9927,Harley-Davidson,dyna wide glide,2016,Custom / Cruiser,1688,78.9,V2,17.79,295.0,680.0,0.27
9928,Harley-Davidson,dyna wide glide,2017,Custom / Cruiser,1690,80.0,V2,17.79,295.0,680.0,0.27
9959,Harley-Davidson,electra glide standard,2020,Touring,1746,90.0,V2,22.71,354.3,663.0,0.25
9960,Harley-Davidson,electra glide standard,2021,Touring,1746,90.0,V2,22.71,354.3,663.0,0.25
9961,Harley-Davidson,electra glide standard,2022,Touring,1746,90.0,V2,22.71,354.3,663.0,0.25
9970,Harley-Davidson,electra glide ultra classic,2015,Touring,1688,85.8,V2,22.71,400.1,740.0,0.21
9971,Harley-Davidson,electra glide ultra classic,2016,Touring,1688,87.0,V2,22.71,394.0,740.0,0.22
9972,Harley-Davidson,electra glide ultra classic,2017,Touring,1754,90.0,V2,22.71,394.0,740.0,0.23
9973,Harley-Davidson,electra glide ultra classic,2018,Touring,1754,90.0,V2,22.71,394.0,740.0,0.23
9974,Harley-Davidson,electra glide ultra classic,2019,Touring,1746,90.0,V2,22.71,398.0,740.0,0.23
